entry,at,order
"The player ""hyq @ HZkdinonr0"" passed the room ownership to ""mouyu1021 @ UAV9Myl4l0"".",2026-02-14T18:09:40.273Z,177109258027300
"The player ""nw @ pNAnuyycHK"" quits the game with a stack of 301.",2026-02-14T18:02:57.341Z,177109217734102
"The player ""zjq @ hrS5DgYeW9"" stand up with the stack of 410.",2026-02-14T18:02:57.341Z,177109217734101
"The player ""mouyu1021 @ UAV9Myl4l0"" stand up with the stack of 1008.",2026-02-14T18:02:57.341Z,177109217734100
"-- ending hand #194 --",2026-02-14T18:02:51.430Z,177109217143002
"""zjq @ hrS5DgYeW9"" collected 6 from pot",2026-02-14T18:02:51.430Z,177109217143001
"Uncalled bet of 3 returned to ""zjq @ hrS5DgYeW9""",2026-02-14T18:02:51.430Z,177109217143000
"""mouyu1021 @ UAV9Myl4l0"" folds",2026-02-14T18:02:50.628Z,177109217062800
"""nw @ pNAnuyycHK"" folds",2026-02-14T18:02:49.482Z,177109216948200
"""zjq @ hrS5DgYeW9"" bets 3",2026-02-14T18:02:48.226Z,177109216822600
"Turn: 7♥, 7♠, 7♦ [8♥]",2026-02-14T18:02:43.366Z,177109216336600
"""mouyu1021 @ UAV9Myl4l0"" checks",2026-02-14T18:02:42.551Z,177109216255100
"""nw @ pNAnuyycHK"" checks",2026-02-14T18:02:41.398Z,177109216139800
"""zjq @ hrS5DgYeW9"" checks",2026-02-14T18:02:38.899Z,177109215889900
"Flop:  [7♥, 7♠, 7♦]",2026-02-14T18:02:37.078Z,177109215707800
"""zjq @ hrS5DgYeW9"" checks",2026-02-14T18:02:36.235Z,177109215623500
"""mouyu1021 @ UAV9Myl4l0"" calls 2",2026-02-14T18:02:34.585Z,177109215458500
"""nw @ pNAnuyycHK"" calls 2",2026-02-14T18:02:33.221Z,177109215322100
"""zjq @ hrS5DgYeW9"" posts a big blind of 2",2026-02-14T18:02:30.125Z,177109215012507
"Dead Small Blind",2026-02-14T18:02:30.125Z,177109215012506
"Player stacks: #1 ""zjq @ hrS5DgYeW9"" (406) | #5 ""nw @ pNAnuyycHK"" (303) | #7 ""mouyu1021 @ UAV9Myl4l0"" (1010)",2026-02-14T18:02:30.125Z,177109215012502
"-- starting hand #194 (id: sdytznkwyhvp)  No Limit Texas Hold'em (dead button) --",2026-02-14T18:02:30.125Z,177109215012501
"The player ""lmm @ 4Iies5lZZX"" quits the game with a stack of 635.",2026-02-14T18:02:30.125Z,177109215012500
"-- ending hand #193 --",2026-02-14T18:02:27.209Z,177109214720902
"""zjq @ hrS5DgYeW9"" collected 32 from pot",2026-02-14T18:02:27.209Z,177109214720901
"Uncalled bet of 16 returned to ""zjq @ hrS5DgYeW9""",2026-02-14T18:02:27.209Z,177109214720900
"""lmm @ 4Iies5lZZX"" folds",2026-02-14T18:02:26.372Z,177109214637200
"""mouyu1021 @ UAV9Myl4l0"" folds",2026-02-14T18:02:25.540Z,177109214554000
"""nw @ pNAnuyycHK"" folds",2026-02-14T18:02:16.974Z,177109213697400
"""zjq @ hrS5DgYeW9"" bets 16",2026-02-14T18:02:13.905Z,177109213390500
"""lmm @ 4Iies5lZZX"" checks",2026-02-14T18:02:07.247Z,177109212724700
"Turn: 2♠, 4♠, 8♠ [J♦]",2026-02-14T18:02:05.855Z,177109212585500
"""mouyu1021 @ UAV9Myl4l0"" checks",2026-02-14T18:02:04.955Z,177109212495500
"""nw @ pNAnuyycHK"" checks",2026-02-14T18:01:58.074Z,177109211807400
"""zjq @ hrS5DgYeW9"" checks",2026-02-14T18:01:55.884Z,177109211588400
"""lmm @ 4Iies5lZZX"" checks",2026-02-14T18:01:53.954Z,177109211395400
"Flop:  [2♠, 4♠, 8♠]",2026-02-14T18:01:51.635Z,177109211163500
"""zjq @ hrS5DgYeW9"" calls 8",2026-02-14T18:01:50.796Z,177109211079600
"""lmm @ 4Iies5lZZX"" calls 8",2026-02-14T18:01:49.294Z,177109210929400
"""mouyu1021 @ UAV9Myl4l0"" calls 8",2026-02-14T18:01:47.071Z,177109210707100
"""nw @ pNAnuyycHK"" raises to 8",2026-02-14T18:01:45.265Z,177109210526500
"""zjq @ hrS5DgYeW9"" calls 2",2026-02-14T18:01:38.912Z,177109209891200
"""lmm @ 4Iies5lZZX"" posts a big blind of 2",2026-02-14T18:01:36.440Z,177109209644008
"Dead Small Blind",2026-02-14T18:01:36.440Z,177109209644007
"Player stacks: #1 ""zjq @ hrS5DgYeW9"" (382) | #5 ""nw @ pNAnuyycHK"" (311) | #7 ""mouyu1021 @ UAV9Myl4l0"" (1018) | #10 ""lmm @ 4Iies5lZZX"" (643)",2026-02-14T18:01:36.440Z,177109209644002
"-- starting hand #193 (id: 8wngiivxok1b)  No Limit Texas Hold'em (dealer: ""mouyu1021 @ UAV9Myl4l0"") --",2026-02-14T18:01:36.440Z,177109209644001
"The player ""hyq @ HZkdinonr0"" quits the game with a stack of 696.",2026-02-14T18:01:36.440Z,177109209644000
"-- ending hand #192 --",2026-02-14T18:01:33.422Z,177109209342203
"""zjq @ hrS5DgYeW9"" collected 112 from pot with Straight, 7 High (combination: 3♦, 4♦, 5♠, 6♦, 7♣)",2026-02-14T18:01:33.422Z,177109209342202
"""zjq @ hrS5DgYeW9"" shows a 10♦, 6♦.",2026-02-14T18:01:33.422Z,177109209342201
"""mouyu1021 @ UAV9Myl4l0"" shows a J♥, 7♠.",2026-02-14T18:01:33.422Z,177109209342200
"""zjq @ hrS5DgYeW9"" calls 28",2026-02-14T18:01:32.532Z,177109209253200
"""mouyu1021 @ UAV9Myl4l0"" bets 28",2026-02-14T18:01:25.576Z,177109208557600
"River: 7♣, 10♥, 3♦, 4♦ [5♠]",2026-02-14T18:01:20.312Z,177109208031200
"""zjq @ hrS5DgYeW9"" checks",2026-02-14T18:01:19.490Z,177109207949000
"""mouyu1021 @ UAV9Myl4l0"" checks",2026-02-14T18:01:17.367Z,177109207736700
"Turn: 7♣, 10♥, 3♦ [4♦]",2026-02-14T18:01:14.598Z,177109207459800
"""hyq @ HZkdinonr0"" folds",2026-02-14T18:01:13.745Z,177109207374500
"""mouyu1021 @ UAV9Myl4l0"" calls 14",2026-02-14T18:01:09.498Z,177109206949800
"""nw @ pNAnuyycHK"" folds",2026-02-14T18:01:06.999Z,177109206699900
"""zjq @ hrS5DgYeW9"" bets 14",2026-02-14T18:01:06.063Z,177109206606300
"""hyq @ HZkdinonr0"" checks",2026-02-14T18:01:01.229Z,177109206122900
"""mouyu1021 @ UAV9Myl4l0"" checks",2026-02-14T18:00:59.531Z,177109205953100
"Flop:  [7♣, 10♥, 3♦]",2026-02-14T18:00:57.531Z,177109205753100
"""hyq @ HZkdinonr0"" calls 7",2026-02-14T18:00:56.715Z,177109205671500
"""mouyu1021 @ UAV9Myl4l0"" calls 7",2026-02-14T18:00:51.866Z,177109205186600
"""nw @ pNAnuyycHK"" calls 7",2026-02-14T18:00:46.646Z,177109204664600
"""zjq @ hrS5DgYeW9"" raises to 7",2026-02-14T18:00:42.287Z,177109204228700
"""lmm @ 4Iies5lZZX"" folds",2026-02-14T18:00:38.738Z,177109203873800
"""hyq @ HZkdinonr0"" posts a big blind of 2",2026-02-14T18:00:37.103Z,177109203710308
"""mouyu1021 @ UAV9Myl4l0"" posts a small blind of 1",2026-02-14T18:00:37.103Z,177109203710307
"Player stacks: #1 ""zjq @ hrS5DgYeW9"" (319) | #5 ""nw @ pNAnuyycHK"" (318) | #7 ""mouyu1021 @ UAV9Myl4l0"" (1067) | #8 ""hyq @ HZkdinonr0"" (703) | #10 ""lmm @ 4Iies5lZZX"" (643)",2026-02-14T18:00:37.103Z,177109203710301
"-- starting hand #192 (id: ue7ghmji8tar)  No Limit Texas Hold'em (dealer: ""nw @ pNAnuyycHK"") --",2026-02-14T18:00:37.103Z,177109203710300
"-- ending hand #191 --",2026-02-14T18:00:31.157Z,177109203115702
"""nw @ pNAnuyycHK"" collected 4 from pot",2026-02-14T18:00:31.157Z,177109203115701
"Uncalled bet of 4 returned to ""nw @ pNAnuyycHK""",2026-02-14T18:00:31.157Z,177109203115700
"""mouyu1021 @ UAV9Myl4l0"" folds",2026-02-14T18:00:30.308Z,177109203030800
"""nw @ pNAnuyycHK"" raises to 6",2026-02-14T18:00:28.338Z,177109202833800
"""zjq @ hrS5DgYeW9"" folds",2026-02-14T18:00:24.067Z,177109202406700
"""lmm @ 4Iies5lZZX"" folds",2026-02-14T18:00:22.759Z,177109202275900
"""hyq @ HZkdinonr0"" folds",2026-02-14T18:00:20.096Z,177109202009600
"""mouyu1021 @ UAV9Myl4l0"" posts a big blind of 2",2026-02-14T18:00:18.349Z,177109201834908
"""nw @ pNAnuyycHK"" posts a small blind of 1",2026-02-14T18:00:18.349Z,177109201834907
"Player stacks: #1 ""zjq @ hrS5DgYeW9"" (319) | #5 ""nw @ pNAnuyycHK"" (316) | #7 ""mouyu1021 @ UAV9Myl4l0"" (1069) | #8 ""hyq @ HZkdinonr0"" (703) | #10 ""lmm @ 4Iies5lZZX"" (643)",2026-02-14T18:00:18.349Z,177109201834901
"-- starting hand #191 (id: hfvch2cy0gjc)  No Limit Texas Hold'em (dealer: ""zjq @ hrS5DgYeW9"") --",2026-02-14T18:00:18.349Z,177109201834900
"""mouyu1021 @ UAV9Myl4l0"" shows a A♦, A♣.",2026-02-14T18:00:12.780Z,177109201278000
"-- ending hand #190 --",2026-02-14T18:00:11.747Z,177109201174702
"""mouyu1021 @ UAV9Myl4l0"" collected 28 from pot",2026-02-14T18:00:11.747Z,177109201174701
"Uncalled bet of 28 returned to ""mouyu1021 @ UAV9Myl4l0""",2026-02-14T18:00:11.747Z,177109201174700
"""nw @ pNAnuyycHK"" folds",2026-02-14T18:00:10.910Z,177109201091000
"""lmm @ 4Iies5lZZX"" folds",2026-02-14T18:00:09.359Z,177109200935900
"""mouyu1021 @ UAV9Myl4l0"" bets 28",2026-02-14T18:00:07.392Z,177109200739200
"""nw @ pNAnuyycHK"" checks",2026-02-14T18:00:04.893Z,177109200489300
"Flop:  [6♥, 2♣, A♥]",2026-02-14T18:00:00.976Z,177109200097600
"""nw @ pNAnuyycHK"" calls 9",2026-02-14T18:00:00.167Z,177109200016700
"""zjq @ hrS5DgYeW9"" folds",2026-02-14T17:59:57.399Z,177109199739900
"""lmm @ 4Iies5lZZX"" calls 9",2026-02-14T17:59:56.210Z,177109199621000
"""hyq @ HZkdinonr0"" folds",2026-02-14T17:59:46.785Z,177109198678500
"""mouyu1021 @ UAV9Myl4l0"" raises to 9",2026-02-14T17:59:45.624Z,177109198562400
"""nw @ pNAnuyycHK"" posts a big blind of 2",2026-02-14T17:59:41.847Z,177109198184708
"""zjq @ hrS5DgYeW9"" posts a small blind of 1",2026-02-14T17:59:41.847Z,177109198184707
"Player stacks: #1 ""zjq @ hrS5DgYeW9"" (320) | #5 ""nw @ pNAnuyycHK"" (325) | #7 ""mouyu1021 @ UAV9Myl4l0"" (1050) | #8 ""hyq @ HZkdinonr0"" (703) | #10 ""lmm @ 4Iies5lZZX"" (652)",2026-02-14T17:59:41.847Z,177109198184701
"-- starting hand #190 (id: twos1tnqyw6j)  No Limit Texas Hold'em (dealer: ""lmm @ 4Iies5lZZX"") --",2026-02-14T17:59:41.847Z,177109198184700
"-- ending hand #189 --",2026-02-14T17:59:35.901Z,177109197590102
"""zjq @ hrS5DgYeW9"" collected 18 from pot",2026-02-14T17:59:35.901Z,177109197590101
"Uncalled bet of 18 returned to ""zjq @ hrS5DgYeW9""",2026-02-14T17:59:35.901Z,177109197590100
"""lmm @ 4Iies5lZZX"" folds",2026-02-14T17:59:35.089Z,177109197508900
"""mouyu1021 @ UAV9Myl4l0"" folds",2026-02-14T17:59:33.663Z,177109197366300
"""zjq @ hrS5DgYeW9"" raises to 26",2026-02-14T17:59:31.207Z,177109197120700
"""lmm @ 4Iies5lZZX"" raises to 8",2026-02-14T17:59:27.061Z,177109196706100
"""hyq @ HZkdinonr0"" folds",2026-02-14T17:59:23.583Z,177109196358300
"""mouyu1021 @ UAV9Myl4l0"" calls 2",2026-02-14T17:59:22.365Z,177109196236500
"""nw @ pNAnuyycHK"" folds",2026-02-14T17:59:20.414Z,177109196041400
"""zjq @ hrS5DgYeW9"" posts a big blind of 2",2026-02-14T17:59:15.819Z,177109195581908
"""lmm @ 4Iies5lZZX"" posts a small blind of 1",2026-02-14T17:59:15.819Z,177109195581907
"Player stacks: #1 ""zjq @ hrS5DgYeW9"" (310) | #5 ""nw @ pNAnuyycHK"" (325) | #7 ""mouyu1021 @ UAV9Myl4l0"" (1052) | #8 ""hyq @ HZkdinonr0"" (703) | #10 ""lmm @ 4Iies5lZZX"" (660)",2026-02-14T17:59:15.819Z,177109195581901
"-- starting hand #189 (id: twf3dxhtspcn)  No Limit Texas Hold'em (dealer: ""hyq @ HZkdinonr0"") --",2026-02-14T17:59:15.819Z,177109195581900
"-- ending hand #188 --",2026-02-14T17:59:12.814Z,177109195281403
"""mouyu1021 @ UAV9Myl4l0"" collected 12 from pot with Straight, 10 High (combination: 6♣, 7♥, 8♦, 9♣, 10♣)",2026-02-14T17:59:12.814Z,177109195281402
"""mouyu1021 @ UAV9Myl4l0"" shows a 6♣, 7♥.",2026-02-14T17:59:12.814Z,177109195281401
"""nw @ pNAnuyycHK"" shows a 5♦, 6♠.",2026-02-14T17:59:12.814Z,177109195281400
"""mouyu1021 @ UAV9Myl4l0"" checks",2026-02-14T17:59:11.993Z,177109195199300
"""nw @ pNAnuyycHK"" checks",2026-02-14T17:59:08.553Z,177109194855300
"River: Q♥, 8♦, 9♣, 4♣ [10♣]",2026-02-14T17:59:06.540Z,177109194654000
"""mouyu1021 @ UAV9Myl4l0"" checks",2026-02-14T17:59:05.730Z,177109194573000
"""nw @ pNAnuyycHK"" checks",2026-02-14T17:59:04.355Z,177109194435500
"Turn: Q♥, 8♦, 9♣ [4♣]",2026-02-14T17:59:01.697Z,177109194169700
"""nw @ pNAnuyycHK"" calls 2",2026-02-14T17:59:00.817Z,177109194081700
"""lmm @ 4Iies5lZZX"" folds",2026-02-14T17:58:58.231Z,177109193823100
"""hyq @ HZkdinonr0"" folds",2026-02-14T17:58:55.938Z,177109193593800
"""mouyu1021 @ UAV9Myl4l0"" bets 2",2026-02-14T17:58:54.486Z,177109193448600
"""nw @ pNAnuyycHK"" checks",2026-02-14T17:58:52.871Z,177109193287100
"""lmm @ 4Iies5lZZX"" checks",2026-02-14T17:58:50.580Z,177109193058000
"""hyq @ HZkdinonr0"" checks",2026-02-14T17:58:49.425Z,177109192942500
"Flop:  [Q♥, 8♦, 9♣]",2026-02-14T17:58:47.894Z,177109192789400
"""lmm @ 4Iies5lZZX"" checks",2026-02-14T17:58:47.092Z,177109192709200
"""hyq @ HZkdinonr0"" calls 2",2026-02-14T17:58:45.890Z,177109192589000
"""mouyu1021 @ UAV9Myl4l0"" calls 2",2026-02-14T17:58:44.328Z,177109192432800
"""nw @ pNAnuyycHK"" calls 2",2026-02-14T17:58:42.020Z,177109192202000
"""zjq @ hrS5DgYeW9"" folds",2026-02-14T17:58:37.422Z,177109191742200
"""lmm @ 4Iies5lZZX"" posts a big blind of 2",2026-02-14T17:58:35.291Z,177109191529108
"""hyq @ HZkdinonr0"" posts a small blind of 1",2026-02-14T17:58:35.291Z,177109191529107
"Player stacks: #1 ""zjq @ hrS5DgYeW9"" (310) | #5 ""nw @ pNAnuyycHK"" (329) | #7 ""mouyu1021 @ UAV9Myl4l0"" (1044) | #8 ""hyq @ HZkdinonr0"" (705) | #10 ""lmm @ 4Iies5lZZX"" (662)",2026-02-14T17:58:35.291Z,177109191529101
"-- starting hand #188 (id: drss0t136kwt)  No Limit Texas Hold'em (dealer: ""mouyu1021 @ UAV9Myl4l0"") --",2026-02-14T17:58:35.291Z,177109191529100
"-- ending hand #187 --",2026-02-14T17:58:32.280Z,177109191228002
"""mouyu1021 @ UAV9Myl4l0"" collected 12 from pot with Pair, 6's (combination: 8♥, J♣, Q♦, 6♣, 6♠)",2026-02-14T17:58:32.280Z,177109191228001
"""mouyu1021 @ UAV9Myl4l0"" shows a 6♣, J♣.",2026-02-14T17:58:32.280Z,177109191228000
"""zjq @ hrS5DgYeW9"" checks",2026-02-14T17:58:31.470Z,177109191147000
"""mouyu1021 @ UAV9Myl4l0"" checks",2026-02-14T17:58:29.680Z,177109190968000
"River: 6♠, 4♣, 5♠, 8♥ [Q♦]",2026-02-14T17:58:27.911Z,177109190791100
"""zjq @ hrS5DgYeW9"" checks",2026-02-14T17:58:27.103Z,177109190710300
"""mouyu1021 @ UAV9Myl4l0"" checks",2026-02-14T17:58:25.092Z,177109190509200
"Turn: 6♠, 4♣, 5♠ [8♥]",2026-02-14T17:58:23.063Z,177109190306300
"""hyq @ HZkdinonr0"" folds",2026-02-14T17:58:22.228Z,177109190222800
"""mouyu1021 @ UAV9Myl4l0"" calls 3",2026-02-14T17:58:21.091Z,177109190109100
"""zjq @ hrS5DgYeW9"" bets 3",2026-02-14T17:58:19.219Z,177109189921900
"""hyq @ HZkdinonr0"" checks",2026-02-14T17:58:15.180Z,177109189518000
"""mouyu1021 @ UAV9Myl4l0"" checks",2026-02-14T17:58:13.303Z,177109189330300
"Flop:  [6♠, 4♣, 5♠]",2026-02-14T17:58:09.846Z,177109188984600
"""hyq @ HZkdinonr0"" checks",2026-02-14T17:58:09.033Z,177109188903300
"""mouyu1021 @ UAV9Myl4l0"" calls 2",2026-02-14T17:58:07.047Z,177109188704700
"""nw @ pNAnuyycHK"" folds",2026-02-14T17:58:05.289Z,177109188528900
"""zjq @ hrS5DgYeW9"" calls 2",2026-02-14T17:58:00.806Z,177109188080600
"""lmm @ 4Iies5lZZX"" folds",2026-02-14T17:57:57.793Z,177109187779300
"""hyq @ HZkdinonr0"" posts a big blind of 2",2026-02-14T17:57:56.066Z,177109187606608
"""mouyu1021 @ UAV9Myl4l0"" posts a small blind of 1",2026-02-14T17:57:56.066Z,177109187606607
"Player stacks: #1 ""zjq @ hrS5DgYeW9"" (315) | #5 ""nw @ pNAnuyycHK"" (329) | #7 ""mouyu1021 @ UAV9Myl4l0"" (1037) | #8 ""hyq @ HZkdinonr0"" (707) | #10 ""lmm @ 4Iies5lZZX"" (662)",2026-02-14T17:57:56.066Z,177109187606601
"-- starting hand #187 (id: 6tycwlqrmtfe)  No Limit Texas Hold'em (dealer: ""nw @ pNAnuyycHK"") --",2026-02-14T17:57:56.066Z,177109187606600
"-- ending hand #186 --",2026-02-14T17:57:50.152Z,177109187015202
"""mouyu1021 @ UAV9Myl4l0"" collected 15 from pot",2026-02-14T17:57:50.152Z,177109187015201
"Uncalled bet of 7 returned to ""mouyu1021 @ UAV9Myl4l0""",2026-02-14T17:57:50.152Z,177109187015200
"""lmm @ 4Iies5lZZX"" folds",2026-02-14T17:57:49.333Z,177109186933300
"""mouyu1021 @ UAV9Myl4l0"" bets 7",2026-02-14T17:57:48.079Z,177109186807900
"Turn: 7♠, 4♥, 6♥ [A♥]",2026-02-14T17:57:44.521Z,177109186452100
"""lmm @ 4Iies5lZZX"" checks",2026-02-14T17:57:43.709Z,177109186370900
"""mouyu1021 @ UAV9Myl4l0"" checks",2026-02-14T17:57:42.455Z,177109186245500
"Flop:  [7♠, 4♥, 6♥]",2026-02-14T17:57:39.029Z,177109185902900
"""mouyu1021 @ UAV9Myl4l0"" calls 7",2026-02-14T17:57:38.223Z,177109185822300
"""nw @ pNAnuyycHK"" folds",2026-02-14T17:57:36.541Z,177109185654100
"""zjq @ hrS5DgYeW9"" folds",2026-02-14T17:57:32.250Z,177109185225000
"""lmm @ 4Iies5lZZX"" raises to 7",2026-02-14T17:57:31.082Z,177109185108200
"""hyq @ HZkdinonr0"" folds",2026-02-14T17:57:27.840Z,177109184784000
"""mouyu1021 @ UAV9Myl4l0"" posts a big blind of 2",2026-02-14T17:57:26.470Z,177109184647008
"""nw @ pNAnuyycHK"" posts a small blind of 1",2026-02-14T17:57:26.470Z,177109184647007
"Player stacks: #1 ""zjq @ hrS5DgYeW9"" (315) | #5 ""nw @ pNAnuyycHK"" (330) | #7 ""mouyu1021 @ UAV9Myl4l0"" (1029) | #8 ""hyq @ HZkdinonr0"" (707) | #10 ""lmm @ 4Iies5lZZX"" (669)",2026-02-14T17:57:26.470Z,177109184647001
"-- starting hand #186 (id: dqru4t69hqrs)  No Limit Texas Hold'em (dealer: ""zjq @ hrS5DgYeW9"") --",2026-02-14T17:57:26.470Z,177109184647000
"-- ending hand #185 --",2026-02-14T17:57:23.533Z,177109184353302
"""lmm @ 4Iies5lZZX"" collected 141 from pot",2026-02-14T17:57:23.533Z,177109184353301
"Uncalled bet of 70 returned to ""lmm @ 4Iies5lZZX""",2026-02-14T17:57:23.533Z,177109184353300
"""zjq @ hrS5DgYeW9"" folds",2026-02-14T17:57:22.705Z,177109184270500
"""lmm @ 4Iies5lZZX"" bets 70",2026-02-14T17:57:17.509Z,177109183750900
"""zjq @ hrS5DgYeW9"" checks",2026-02-14T17:57:10.030Z,177109183003000
"River: 10♠, Q♦, A♥, 4♦ [3♥]",2026-02-14T17:57:08.157Z,177109182815700
"""zjq @ hrS5DgYeW9"" calls 42",2026-02-14T17:57:07.325Z,177109182732500
"""lmm @ 4Iies5lZZX"" bets 42",2026-02-14T17:56:58.968Z,177109181896800
"""zjq @ hrS5DgYeW9"" checks",2026-02-14T17:56:51.337Z,177109181133700
"Turn: 10♠, Q♦, A♥ [4♦]",2026-02-14T17:56:49.455Z,177109180945500
"""mouyu1021 @ UAV9Myl4l0"" folds",2026-02-14T17:56:48.649Z,177109180864900
"""zjq @ hrS5DgYeW9"" calls 14",2026-02-14T17:56:47.507Z,177109180750700
"""lmm @ 4Iies5lZZX"" bets 14",2026-02-14T17:56:41.215Z,177109180121500
"""mouyu1021 @ UAV9Myl4l0"" checks",2026-02-14T17:56:37.172Z,177109179717200
"""zjq @ hrS5DgYeW9"" checks",2026-02-14T17:56:35.981Z,177109179598100
"Flop:  [10♠, Q♦, A♥]",2026-02-14T17:56:32.955Z,177109179295500
"""mouyu1021 @ UAV9Myl4l0"" calls 9",2026-02-14T17:56:32.142Z,177109179214200
"""nw @ pNAnuyycHK"" folds",2026-02-14T17:56:30.620Z,177109179062000
"""zjq @ hrS5DgYeW9"" calls 9",2026-02-14T17:56:29.679Z,177109178967900
"""lmm @ 4Iies5lZZX"" raises to 9",2026-02-14T17:56:25.381Z,177109178538100
"""hyq @ HZkdinonr0"" folds",2026-02-14T17:56:21.439Z,177109178143900
"""mouyu1021 @ UAV9Myl4l0"" calls 2",2026-02-14T17:56:20.319Z,177109178031900
"""nw @ pNAnuyycHK"" posts a big blind of 2",2026-02-14T17:56:18.839Z,177109177883908
"""zjq @ hrS5DgYeW9"" posts a small blind of 1",2026-02-14T17:56:18.839Z,177109177883907
"Player stacks: #1 ""zjq @ hrS5DgYeW9"" (380) | #5 ""nw @ pNAnuyycHK"" (332) | #7 ""mouyu1021 @ UAV9Myl4l0"" (1038) | #8 ""hyq @ HZkdinonr0"" (707) | #10 ""lmm @ 4Iies5lZZX"" (593)",2026-02-14T17:56:18.839Z,177109177883901
"-- starting hand #185 (id: judees7v2xlk)  No Limit Texas Hold'em (dealer: ""lmm @ 4Iies5lZZX"") --",2026-02-14T17:56:18.839Z,177109177883900
"-- ending hand #184 --",2026-02-14T17:56:12.918Z,177109177291802
"""mouyu1021 @ UAV9Myl4l0"" collected 5 from pot",2026-02-14T17:56:12.918Z,177109177291801
"Uncalled bet of 2 returned to ""mouyu1021 @ UAV9Myl4l0""",2026-02-14T17:56:12.918Z,177109177291800
"""zjq @ hrS5DgYeW9"" folds",2026-02-14T17:56:12.065Z,177109177206500
"""mouyu1021 @ UAV9Myl4l0"" bets 2",2026-02-14T17:56:10.868Z,177109177086800
"""zjq @ hrS5DgYeW9"" checks",2026-02-14T17:56:09.112Z,177109176911200
"Flop:  [10♠, 10♥, A♦]",2026-02-14T17:56:07.301Z,177109176730100
"""zjq @ hrS5DgYeW9"" checks",2026-02-14T17:56:06.456Z,177109176645600
"""lmm @ 4Iies5lZZX"" folds",2026-02-14T17:56:05.252Z,177109176525200
"""hyq @ HZkdinonr0"" folds",2026-02-14T17:56:03.074Z,177109176307400
"""mouyu1021 @ UAV9Myl4l0"" calls 2",2026-02-14T17:56:01.930Z,177109176193000
"""nw @ pNAnuyycHK"" folds",2026-02-14T17:56:00.578Z,177109176057800
"""zjq @ hrS5DgYeW9"" posts a big blind of 2",2026-02-14T17:55:58.980Z,177109175898008
"""lmm @ 4Iies5lZZX"" posts a small blind of 1",2026-02-14T17:55:58.980Z,177109175898007
"Player stacks: #1 ""zjq @ hrS5DgYeW9"" (382) | #5 ""nw @ pNAnuyycHK"" (332) | #7 ""mouyu1021 @ UAV9Myl4l0"" (1035) | #8 ""hyq @ HZkdinonr0"" (707) | #10 ""lmm @ 4Iies5lZZX"" (594)",2026-02-14T17:55:58.980Z,177109175898001
"-- starting hand #184 (id: yhkmhz32xcjt)  No Limit Texas Hold'em (dealer: ""hyq @ HZkdinonr0"") --",2026-02-14T17:55:58.980Z,177109175898000
"-- ending hand #183 --",2026-02-14T17:55:53.008Z,177109175300802
"""nw @ pNAnuyycHK"" collected 17 from pot",2026-02-14T17:55:53.008Z,177109175300801
"Uncalled bet of 12 returned to ""nw @ pNAnuyycHK""",2026-02-14T17:55:53.008Z,177109175300800
"""zjq @ hrS5DgYeW9"" folds",2026-02-14T17:55:52.201Z,177109175220100
"""lmm @ 4Iies5lZZX"" folds",2026-02-14T17:55:51.020Z,177109175102000
"""hyq @ HZkdinonr0"" folds",2026-02-14T17:55:49.295Z,177109174929500
"""mouyu1021 @ UAV9Myl4l0"" folds",2026-02-14T17:55:43.746Z,177109174374600
"""nw @ pNAnuyycHK"" raises to 19",2026-02-14T17:55:42.343Z,177109174234300
"""zjq @ hrS5DgYeW9"" raises to 7",2026-02-14T17:55:38.733Z,177109173873300
"""lmm @ 4Iies5lZZX"" posts a big blind of 2",2026-02-14T17:55:35.350Z,177109173535008
"""hyq @ HZkdinonr0"" posts a small blind of 1",2026-02-14T17:55:35.350Z,177109173535007
"Player stacks: #1 ""zjq @ hrS5DgYeW9"" (389) | #5 ""nw @ pNAnuyycHK"" (322) | #7 ""mouyu1021 @ UAV9Myl4l0"" (1035) | #8 ""hyq @ HZkdinonr0"" (708) | #10 ""lmm @ 4Iies5lZZX"" (596)",2026-02-14T17:55:35.350Z,177109173535001
"-- starting hand #183 (id: ryxbjfhl1x2d)  No Limit Texas Hold'em (dealer: ""mouyu1021 @ UAV9Myl4l0"") --",2026-02-14T17:55:35.350Z,177109173535000
"-- ending hand #182 --",2026-02-14T17:55:32.340Z,177109173234003
"""lmm @ 4Iies5lZZX"" collected 32 from pot with Pair, 7's (combination: J♦, Q♠, K♠, 7♣, 7♠)",2026-02-14T17:55:32.340Z,177109173234002
"""lmm @ 4Iies5lZZX"" shows a 6♦, 7♣.",2026-02-14T17:55:32.340Z,177109173234001
"""mouyu1021 @ UAV9Myl4l0"" shows a 3♦, 10♦.",2026-02-14T17:55:32.340Z,177109173234000
"""lmm @ 4Iies5lZZX"" checks",2026-02-14T17:55:31.505Z,177109173150500
"""mouyu1021 @ UAV9Myl4l0"" checks",2026-02-14T17:55:30.295Z,177109173029500
"River: K♠, 7♠, J♦, 2♠ [Q♠]",2026-02-14T17:55:28.992Z,177109172899200
"""lmm @ 4Iies5lZZX"" checks",2026-02-14T17:55:28.182Z,177109172818200
"""mouyu1021 @ UAV9Myl4l0"" checks",2026-02-14T17:55:26.791Z,177109172679100
"Turn: K♠, 7♠, J♦ [2♠]",2026-02-14T17:55:25.591Z,177109172559100
"""mouyu1021 @ UAV9Myl4l0"" calls 8",2026-02-14T17:55:24.779Z,177109172477900
