entry,at,order
"""wjh @ yQzNmdWzgU"" raises to 7",2026-02-14T17:13:54.766Z,177108923476600
"""hyq @ HZkdinonr0"" folds",2026-02-14T17:13:46.085Z,177108922608500
"""mouyu1021 @ UAV9Myl4l0"" posts a big blind of 2",2026-02-14T17:13:44.140Z,177108922414011
"""lmm @ 4Iies5lZZX"" posts a small blind of 1",2026-02-14T17:13:44.140Z,177108922414010
"Your hand is 10♠, A♦",2026-02-14T17:13:44.140Z,177108922414008
"Player stacks: #1 ""zjq @ hrS5DgYeW9"" (136) | #2 ""nw @ gTBoFhSFHs"" (583) | #4 ""Nuo @ txW4Zv0Ud7"" (353) | #6 ""lmm @ 4Iies5lZZX"" (191) | #7 ""mouyu1021 @ UAV9Myl4l0"" (1305) | #8 ""hyq @ HZkdinonr0"" (571) | #9 ""wjh @ yQzNmdWzgU"" (592) | #10 ""L4tent(2) @ gQ7LdQUhGg"" (737)",2026-02-14T17:13:44.140Z,177108922414001
"-- starting hand #146 (id: fm3izlx2nxel)  No Limit Texas Hold'em (dealer: ""Nuo @ txW4Zv0Ud7"") --",2026-02-14T17:13:44.140Z,177108922414000
"-- ending hand #145 --",2026-02-14T17:13:38.219Z,177108921821902
"""hyq @ HZkdinonr0"" collected 140 from pot",2026-02-14T17:13:38.219Z,177108921821901
"Uncalled bet of 136 returned to ""hyq @ HZkdinonr0""",2026-02-14T17:13:38.219Z,177108921821900
"""zjq @ hrS5DgYeW9"" folds",2026-02-14T17:13:37.414Z,177108921741400
"""hyq @ HZkdinonr0"" raises to 176",2026-02-14T17:13:29.170Z,177108920917000
"""zjq @ hrS5DgYeW9"" bets 40",2026-02-14T17:12:45.161Z,177108916516100
"""hyq @ HZkdinonr0"" checks",2026-02-14T17:12:32.786Z,177108915278600
"Turn: 10♣, 9♣, 7♦ [5♣]",2026-02-14T17:12:21.167Z,177108914116700
"""mouyu1021 @ UAV9Myl4l0"" folds",2026-02-14T17:12:20.338Z,177108914033800
"""zjq @ hrS5DgYeW9"" calls 15",2026-02-14T17:12:17.780Z,177108913778000
"""hyq @ HZkdinonr0"" bets 15",2026-02-14T17:12:07.623Z,177108912762300
"""mouyu1021 @ UAV9Myl4l0"" checks",2026-02-14T17:12:00.126Z,177108912012600
"Flop:  [10♣, 9♣, 7♦]",2026-02-14T17:11:58.126Z,177108911812600
"""mouyu1021 @ UAV9Myl4l0"" calls 9",2026-02-14T17:11:57.293Z,177108911729300
"""lmm @ 4Iies5lZZX"" folds",2026-02-14T17:11:54.652Z,177108911465200
"""Nuo @ txW4Zv0Ud7"" folds",2026-02-14T17:11:51.810Z,177108911181000
"""nw @ gTBoFhSFHs"" folds",2026-02-14T17:11:50.381Z,177108911038100
"""zjq @ hrS5DgYeW9"" calls 9",2026-02-14T17:11:49.364Z,177108910936400
"""L4tent(2) @ gQ7LdQUhGg"" folds",2026-02-14T17:11:45.665Z,177108910566500
"""wjh @ yQzNmdWzgU"" folds",2026-02-14T17:11:44.576Z,177108910457600
"""hyq @ HZkdinonr0"" raises to 9",2026-02-14T17:11:40.724Z,177108910072400
"""mouyu1021 @ UAV9Myl4l0"" calls 2",2026-02-14T17:11:37.447Z,177108909744700
"""lmm @ 4Iies5lZZX"" posts a big blind of 2",2026-02-14T17:11:35.051Z,177108909505111
"""Nuo @ txW4Zv0Ud7"" posts a small blind of 1",2026-02-14T17:11:35.051Z,177108909505110
"Your hand is 5♦, 10♠",2026-02-14T17:11:35.051Z,177108909505108
"Player stacks: #1 ""zjq @ hrS5DgYeW9"" (200) | #2 ""nw @ gTBoFhSFHs"" (583) | #4 ""Nuo @ txW4Zv0Ud7"" (354) | #6 ""lmm @ 4Iies5lZZX"" (193) | #7 ""mouyu1021 @ UAV9Myl4l0"" (1314) | #8 ""hyq @ HZkdinonr0"" (495) | #9 ""wjh @ yQzNmdWzgU"" (592) | #10 ""L4tent(2) @ gQ7LdQUhGg"" (737)",2026-02-14T17:11:35.051Z,177108909505101
"-- starting hand #145 (id: ywq9bpwwfatl)  No Limit Texas Hold'em (dealer: ""nw @ gTBoFhSFHs"") --",2026-02-14T17:11:35.051Z,177108909505100
"Undealt cards:  [6♣, 7♠, 4♣, J♠, 9♠]",2026-02-14T17:11:33.605Z,177108909360500
"""L4tent(2) @ gQ7LdQUhGg"" shows a A♣, K♥.",2026-02-14T17:11:30.125Z,177108909012500
"-- ending hand #144 --",2026-02-14T17:11:28.448Z,177108908844802
"""L4tent(2) @ gQ7LdQUhGg"" collected 52 from pot",2026-02-14T17:11:28.448Z,177108908844801
"Uncalled bet of 21 returned to ""L4tent(2) @ gQ7LdQUhGg""",2026-02-14T17:11:28.448Z,177108908844800
"""hyq @ HZkdinonr0"" folds",2026-02-14T17:11:27.635Z,177108908763500
"""mouyu1021 @ UAV9Myl4l0"" folds",2026-02-14T17:11:26.131Z,177108908613100
"""Nuo @ txW4Zv0Ud7"" folds",2026-02-14T17:11:24.985Z,177108908498500
"""nw @ gTBoFhSFHs"" folds",2026-02-14T17:11:23.629Z,177108908362900
"""zjq @ hrS5DgYeW9"" folds",2026-02-14T17:11:22.357Z,177108908235700
"""L4tent(2) @ gQ7LdQUhGg"" raises to 42",2026-02-14T17:11:21.171Z,177108908117100
"""wjh @ yQzNmdWzgU"" folds",2026-02-14T17:11:09.421Z,177108906942100
"""hyq @ HZkdinonr0"" raises to 21",2026-02-14T17:11:03.034Z,177108906303400
"""mouyu1021 @ UAV9Myl4l0"" raises to 7",2026-02-14T17:10:53.622Z,177108905362200
"""lmm @ 4Iies5lZZX"" folds",2026-02-14T17:10:48.812Z,177108904881200
"""Nuo @ txW4Zv0Ud7"" posts a big blind of 2",2026-02-14T17:10:45.818Z,177108904581812
"""nw @ gTBoFhSFHs"" posts a small blind of 1",2026-02-14T17:10:45.818Z,177108904581811
"Your hand is A♠, 3♠",2026-02-14T17:10:45.818Z,177108904581809
"Player stacks: #1 ""zjq @ hrS5DgYeW9"" (200) | #2 ""nw @ gTBoFhSFHs"" (584) | #4 ""Nuo @ txW4Zv0Ud7"" (356) | #6 ""lmm @ 4Iies5lZZX"" (193) | #7 ""mouyu1021 @ UAV9Myl4l0"" (1321) | #8 ""hyq @ HZkdinonr0"" (516) | #9 ""wjh @ yQzNmdWzgU"" (592) | #10 ""L4tent(2) @ gQ7LdQUhGg"" (706)",2026-02-14T17:10:45.818Z,177108904581802
"-- starting hand #144 (id: 4lwprz6ktk5r)  No Limit Texas Hold'em (dead button) --",2026-02-14T17:10:45.818Z,177108904581801
"The player ""zjq @ hrS5DgYeW9"" joined the game with a stack of 200.",2026-02-14T17:10:45.818Z,177108904581800
"""mouyu1021 @ UAV9Myl4l0"" collected 30 from the 7-2 bounty",2026-02-14T17:10:42.881Z,177108904288106
"""lmm @ 4Iies5lZZX"" paid 5 for the 7-2 bounty to ""mouyu1021 @ UAV9Myl4l0""",2026-02-14T17:10:42.881Z,177108904288105
"""L4tent(2) @ gQ7LdQUhGg"" paid 5 for the 7-2 bounty to ""mouyu1021 @ UAV9Myl4l0""",2026-02-14T17:10:42.881Z,177108904288104
"""nw @ gTBoFhSFHs"" paid 5 for the 7-2 bounty to ""mouyu1021 @ UAV9Myl4l0""",2026-02-14T17:10:42.881Z,177108904288103
"""Nuo @ txW4Zv0Ud7"" paid 5 for the 7-2 bounty to ""mouyu1021 @ UAV9Myl4l0""",2026-02-14T17:10:42.881Z,177108904288102
"""hyq @ HZkdinonr0"" paid 5 for the 7-2 bounty to ""mouyu1021 @ UAV9Myl4l0""",2026-02-14T17:10:42.881Z,177108904288101
"""wjh @ yQzNmdWzgU"" paid 5 for the 7-2 bounty to ""mouyu1021 @ UAV9Myl4l0""",2026-02-14T17:10:42.881Z,177108904288100
"""mouyu1021 @ UAV9Myl4l0"" shows a 7♣, 2♥.",2026-02-14T17:10:40.557Z,177108904055700
"-- ending hand #143 --",2026-02-14T17:10:39.277Z,177108903927702
"""mouyu1021 @ UAV9Myl4l0"" collected 214 from pot",2026-02-14T17:10:39.277Z,177108903927701
"Uncalled bet of 107 returned to ""mouyu1021 @ UAV9Myl4l0""",2026-02-14T17:10:39.277Z,177108903927700
"""wjh @ yQzNmdWzgU"" folds",2026-02-14T17:10:38.410Z,177108903841000
"""mouyu1021 @ UAV9Myl4l0"" bets 107",2026-02-14T17:10:08.403Z,177108900840300
"River: 3♣, 4♠, 4♣, 5♠ [J♣]",2026-02-14T17:09:59.836Z,177108899983600
"""mouyu1021 @ UAV9Myl4l0"" calls 35",2026-02-14T17:09:59.029Z,177108899902900
"""wjh @ yQzNmdWzgU"" bets 35",2026-02-14T17:09:56.946Z,177108899694600
"""mouyu1021 @ UAV9Myl4l0"" checks",2026-02-14T17:09:45.219Z,177108898521900
"Turn: 3♣, 4♠, 4♣ [5♠]",2026-02-14T17:09:41.123Z,177108898112300
"""nw @ gTBoFhSFHs"" folds",2026-02-14T17:09:40.270Z,177108898027000
"""wjh @ yQzNmdWzgU"" calls 20",2026-02-14T17:09:38.515Z,177108897851500
"""mouyu1021 @ UAV9Myl4l0"" bets 20",2026-02-14T17:09:27.306Z,177108896730600
"""nw @ gTBoFhSFHs"" checks",2026-02-14T17:09:11.137Z,177108895113700
"Flop:  [3♣, 4♠, 4♣]",2026-02-14T17:09:07.098Z,177108894709800
"""wjh @ yQzNmdWzgU"" calls 34",2026-02-14T17:09:06.279Z,177108894627900
"""mouyu1021 @ UAV9Myl4l0"" calls 34",2026-02-14T17:09:00.254Z,177108894025400
"""Nuo @ txW4Zv0Ud7"" folds",2026-02-14T17:08:57.670Z,177108893767000
"""nw @ gTBoFhSFHs"" raises to 34",2026-02-14T17:08:54.347Z,177108893434700
"""L4tent(2) @ gQ7LdQUhGg"" folds",2026-02-14T17:08:47.898Z,177108892789800
"""wjh @ yQzNmdWzgU"" calls 10",2026-02-14T17:08:44.852Z,177108892485200
"The admin approved the player ""zjq @ hrS5DgYeW9"" participation with a stack of 200.",2026-02-14T17:08:39.819Z,177108891981900
"""hyq @ HZkdinonr0"" folds",2026-02-14T17:08:39.327Z,177108891932700
"""mouyu1021 @ UAV9Myl4l0"" raises to 10",2026-02-14T17:08:38.071Z,177108891807100
"The player ""zjq @ hrS5DgYeW9"" requested a seat.",2026-02-14T17:08:37.497Z,177108891749700
"""lmm @ 4Iies5lZZX"" folds",2026-02-14T17:08:33.839Z,177108891383900
"""Nuo @ txW4Zv0Ud7"" calls 2",2026-02-14T17:08:32.709Z,177108891270900
"""nw @ gTBoFhSFHs"" posts a big blind of 2",2026-02-14T17:08:30.274Z,177108891027411
"Dead Small Blind",2026-02-14T17:08:30.274Z,177108891027410
"Your hand is 10♠, 10♣",2026-02-14T17:08:30.274Z,177108891027408
"Player stacks: #2 ""nw @ gTBoFhSFHs"" (623) | #4 ""Nuo @ txW4Zv0Ud7"" (363) | #6 ""lmm @ 4Iies5lZZX"" (198) | #7 ""mouyu1021 @ UAV9Myl4l0"" (1166) | #8 ""hyq @ HZkdinonr0"" (521) | #9 ""wjh @ yQzNmdWzgU"" (686) | #10 ""L4tent(2) @ gQ7LdQUhGg"" (711)",2026-02-14T17:08:30.274Z,177108891027402
"-- starting hand #143 (id: goaiyhj9f3dl)  No Limit Texas Hold'em (dealer: ""L4tent(2) @ gQ7LdQUhGg"") --",2026-02-14T17:08:30.274Z,177108891027401
"The player ""zjq @ hrS5DgYeW9"" quits the game with a stack of 0.",2026-02-14T17:08:30.274Z,177108891027400
"-- ending hand #142 --",2026-02-14T17:08:27.262Z,177108890726201
"""nw @ gTBoFhSFHs"" collected 326 from pot with Pair, J's (combination: 9♠, 10♦, K♣, J♣, J♦)",2026-02-14T17:08:27.262Z,177108890726200
"River: 10♦, 9♠, K♣, 3♠ [4♣]",2026-02-14T17:08:23.258Z,177108890325800
"""nw @ gTBoFhSFHs"" shows a J♣, J♦.",2026-02-14T17:08:19.205Z,177108889920501
"""zjq @ hrS5DgYeW9"" shows a Q♠, A♣.",2026-02-14T17:08:19.205Z,177108889920500
"Some players choose to not run it twice.",2026-02-14T17:08:18.363Z,177108889836301
"""nw @ gTBoFhSFHs"" chooses to not run it twice.",2026-02-14T17:08:18.363Z,177108889836300
"""zjq @ hrS5DgYeW9"" chooses to  run it twice.",2026-02-14T17:08:17.020Z,177108889702000
"Remaining players decide whether to run it twice.",2026-02-14T17:08:15.631Z,177108889563101
"""zjq @ hrS5DgYeW9"" calls 65 and go all in",2026-02-14T17:08:15.631Z,177108889563100
"""nw @ gTBoFhSFHs"" bets 65",2026-02-14T17:08:12.941Z,177108889294100
"""zjq @ hrS5DgYeW9"" checks",2026-02-14T17:08:10.073Z,177108889007300
"Turn: 10♦, 9♠, K♣ [3♠]",2026-02-14T17:08:04.248Z,177108888424800
"""nw @ gTBoFhSFHs"" calls 40",2026-02-14T17:08:03.442Z,177108888344200
"""zjq @ hrS5DgYeW9"" bets 40",2026-02-14T17:07:58.720Z,177108887872000
"Flop:  [10♦, 9♠, K♣]",2026-02-14T17:07:39.628Z,177108885962800
"""mouyu1021 @ UAV9Myl4l0"" folds",2026-02-14T17:07:38.804Z,177108885880400
"""lmm @ 4Iies5lZZX"" folds",2026-02-14T17:07:37.638Z,177108885763800
"""Nuo @ txW4Zv0Ud7"" folds",2026-02-14T17:07:36.441Z,177108885644100
"""nw @ gTBoFhSFHs"" calls 47",2026-02-14T17:07:33.572Z,177108885357200
"""zjq @ hrS5DgYeW9"" raises to 47",2026-02-14T17:07:31.595Z,177108885159500
"""L4tent(2) @ gQ7LdQUhGg"" folds",2026-02-14T17:07:25.882Z,177108884588200
"""wjh @ yQzNmdWzgU"" folds",2026-02-14T17:07:24.744Z,177108884474400
"""hyq @ HZkdinonr0"" folds",2026-02-14T17:07:23.060Z,177108884306000
"""mouyu1021 @ UAV9Myl4l0"" calls 7",2026-02-14T17:07:21.909Z,177108884190900
"""lmm @ 4Iies5lZZX"" calls 7",2026-02-14T17:07:19.820Z,177108883982000
"""Nuo @ txW4Zv0Ud7"" calls 7",2026-02-14T17:07:17.406Z,177108883740600
"""nw @ gTBoFhSFHs"" raises to 7",2026-02-14T17:07:13.580Z,177108883358000
"""zjq @ hrS5DgYeW9"" posts a big blind of 2",2026-02-14T17:07:10.041Z,177108883004111
"""L4tent(2) @ gQ7LdQUhGg"" posts a small blind of 1",2026-02-14T17:07:10.041Z,177108883004110
"Your hand is 3♦, 7♦",2026-02-14T17:07:10.041Z,177108883004108
"Player stacks: #1 ""zjq @ hrS5DgYeW9"" (152) | #2 ""nw @ gTBoFhSFHs"" (449) | #4 ""Nuo @ txW4Zv0Ud7"" (370) | #6 ""lmm @ 4Iies5lZZX"" (205) | #7 ""mouyu1021 @ UAV9Myl4l0"" (1173) | #8 ""hyq @ HZkdinonr0"" (521) | #9 ""wjh @ yQzNmdWzgU"" (686) | #10 ""L4tent(2) @ gQ7LdQUhGg"" (712)",2026-02-14T17:07:10.041Z,177108883004101
"-- starting hand #142 (id: vbgcqqk5q4ev)  No Limit Texas Hold'em (dealer: ""wjh @ yQzNmdWzgU"") --",2026-02-14T17:07:10.041Z,177108883004100
"Undealt cards: K♥, 9♠, K♠ [A♥, 2♥]",2026-02-14T17:07:04.891Z,177108882489100
"-- ending hand #141 --",2026-02-14T17:07:04.115Z,177108882411502
"""wjh @ yQzNmdWzgU"" collected 79 from pot",2026-02-14T17:07:04.115Z,177108882411501
"Uncalled bet of 30 returned to ""wjh @ yQzNmdWzgU""",2026-02-14T17:07:04.115Z,177108882411500
"""lmm @ 4Iies5lZZX"" folds",2026-02-14T17:07:03.290Z,177108882329000
"""wjh @ yQzNmdWzgU"" bets 30",2026-02-14T17:06:42.438Z,177108880243800
"Flop:  [K♥, 9♠, K♠]",2026-02-14T17:06:30.946Z,177108879094600
"""mouyu1021 @ UAV9Myl4l0"" folds",2026-02-14T17:06:30.107Z,177108879010700
"""lmm @ 4Iies5lZZX"" calls 35",2026-02-14T17:06:28.379Z,177108878837900
"""L4tent(2) @ gQ7LdQUhGg"" folds",2026-02-14T17:06:26.115Z,177108878611500
"""wjh @ yQzNmdWzgU"" raises to 35",2026-02-14T17:06:24.762Z,177108878476200
"""hyq @ HZkdinonr0"" folds",2026-02-14T17:06:05.764Z,177108876576400
"""mouyu1021 @ UAV9Myl4l0"" calls 7",2026-02-14T17:06:04.572Z,177108876457200
"""lmm @ 4Iies5lZZX"" raises to 7",2026-02-14T17:06:02.964Z,177108876296400
"""Nuo @ txW4Zv0Ud7"" folds",2026-02-14T17:05:59.934Z,177108875993400
"""nw @ gTBoFhSFHs"" folds",2026-02-14T17:05:53.079Z,177108875307900
"""zjq @ hrS5DgYeW9"" folds",2026-02-14T17:05:52.140Z,177108875214000
"""L4tent(2) @ gQ7LdQUhGg"" posts a big blind of 2",2026-02-14T17:05:50.508Z,177108875050811
"""wjh @ yQzNmdWzgU"" posts a small blind of 1",2026-02-14T17:05:50.508Z,177108875050810
"Your hand is 10♠, J♠",2026-02-14T17:05:50.508Z,177108875050808
"Player stacks: #1 ""zjq @ hrS5DgYeW9"" (152) | #2 ""nw @ gTBoFhSFHs"" (449) | #4 ""Nuo @ txW4Zv0Ud7"" (370) | #6 ""lmm @ 4Iies5lZZX"" (240) | #7 ""mouyu1021 @ UAV9Myl4l0"" (1180) | #8 ""hyq @ HZkdinonr0"" (521) | #9 ""wjh @ yQzNmdWzgU"" (642) | #10 ""L4tent(2) @ gQ7LdQUhGg"" (714)",2026-02-14T17:05:50.508Z,177108875050801
"-- starting hand #141 (id: xqtn9k6z7gee)  No Limit Texas Hold'em (dealer: ""hyq @ HZkdinonr0"") --",2026-02-14T17:05:50.508Z,177108875050800
"-- ending hand #140 --",2026-02-14T17:05:44.605Z,177108874460502
"""L4tent(2) @ gQ7LdQUhGg"" collected 99 from pot",2026-02-14T17:05:44.605Z,177108874460501
"Uncalled bet of 33 returned to ""L4tent(2) @ gQ7LdQUhGg""",2026-02-14T17:05:44.605Z,177108874460500
"""zjq @ hrS5DgYeW9"" folds",2026-02-14T17:05:43.768Z,177108874376800
"""L4tent(2) @ gQ7LdQUhGg"" bets 33",2026-02-14T17:05:42.595Z,177108874259500
"Flop:  [K♠, 2♠, 7♠]",2026-02-14T17:05:33.342Z,177108873334200
"""zjq @ hrS5DgYeW9"" calls 48",2026-02-14T17:05:32.504Z,177108873250400
"""L4tent(2) @ gQ7LdQUhGg"" raises to 48",2026-02-14T17:05:21.562Z,177108872156200
"""wjh @ yQzNmdWzgU"" folds",2026-02-14T17:05:11.673Z,177108871167300
"""hyq @ HZkdinonr0"" folds",2026-02-14T17:05:10.515Z,177108871051500
"""mouyu1021 @ UAV9Myl4l0"" folds",2026-02-14T17:05:09.397Z,177108870939700
"""lmm @ 4Iies5lZZX"" folds",2026-02-14T17:05:08.133Z,177108870813300
"""Nuo @ txW4Zv0Ud7"" folds",2026-02-14T17:05:06.920Z,177108870692000
"""nw @ gTBoFhSFHs"" folds",2026-02-14T17:05:05.527Z,177108870552700
"""zjq @ hrS5DgYeW9"" raises to 24",2026-02-14T17:05:04.183Z,177108870418300
"""L4tent(2) @ gQ7LdQUhGg"" raises to 7",2026-02-14T17:04:58.122Z,177108869812200
"""wjh @ yQzNmdWzgU"" posts a big blind of 2",2026-02-14T17:04:47.698Z,177108868769811
"""hyq @ HZkdinonr0"" posts a small blind of 1",2026-02-14T17:04:47.698Z,177108868769810
"Your hand is 5♠, 2♥",2026-02-14T17:04:47.698Z,177108868769808
"Player stacks: #1 ""zjq @ hrS5DgYeW9"" (200) | #2 ""nw @ gTBoFhSFHs"" (449) | #4 ""Nuo @ txW4Zv0Ud7"" (370) | #6 ""lmm @ 4Iies5lZZX"" (240) | #7 ""mouyu1021 @ UAV9Myl4l0"" (1180) | #8 ""hyq @ HZkdinonr0"" (522) | #9 ""wjh @ yQzNmdWzgU"" (644) | #10 ""L4tent(2) @ gQ7LdQUhGg"" (663)",2026-02-14T17:04:47.698Z,177108868769801
"-- starting hand #140 (id: y9ollqjokt8i)  No Limit Texas Hold'em (dealer: ""mouyu1021 @ UAV9Myl4l0"") --",2026-02-14T17:04:47.698Z,177108868769800
"-- ending hand #139 --",2026-02-14T17:04:44.759Z,177108868475902
"""lmm @ 4Iies5lZZX"" collected 35 from pot",2026-02-14T17:04:44.759Z,177108868475901
"Uncalled bet of 26 returned to ""lmm @ 4Iies5lZZX""",2026-02-14T17:04:44.759Z,177108868475900
"""wjh @ yQzNmdWzgU"" folds",2026-02-14T17:04:43.944Z,177108868394400
"""lmm @ 4Iies5lZZX"" bets 26",2026-02-14T17:04:27.363Z,177108866736300
"""wjh @ yQzNmdWzgU"" checks",2026-02-14T17:04:23.026Z,177108866302600
"River: 2♥, Q♣, 6♠, A♦ [9♦]",2026-02-14T17:04:19.315Z,177108865931500
"""lmm @ 4Iies5lZZX"" calls 7",2026-02-14T17:04:18.510Z,177108865851000
"""wjh @ yQzNmdWzgU"" bets 7",2026-02-14T17:04:11.175Z,177108865117500
"Turn: 2♥, Q♣, 6♠ [A♦]",2026-02-14T17:04:03.046Z,177108864304600
"""lmm @ 4Iies5lZZX"" checks",2026-02-14T17:04:02.229Z,177108864222900
"""wjh @ yQzNmdWzgU"" checks",2026-02-14T17:04:00.514Z,177108864051400
"Flop:  [2♥, Q♣, 6♠]",2026-02-14T17:03:56.481Z,177108863648100
"""wjh @ yQzNmdWzgU"" calls 9",2026-02-14T17:03:55.678Z,177108863567800
"""hyq @ HZkdinonr0"" folds",2026-02-14T17:03:46.222Z,177108862622200
"""mouyu1021 @ UAV9Myl4l0"" folds",2026-02-14T17:03:43.122Z,177108862312200
"""lmm @ 4Iies5lZZX"" raises to 9",2026-02-14T17:03:41.988Z,177108862198800
"""Nuo @ txW4Zv0Ud7"" folds",2026-02-14T17:03:38.651Z,177108861865100
"""nw @ gTBoFhSFHs"" folds",2026-02-14T17:03:37.294Z,177108861729400
"""zjq @ hrS5DgYeW9"" folds",2026-02-14T17:03:36.431Z,177108861643100
"""L4tent(2) @ gQ7LdQUhGg"" folds",2026-02-14T17:03:35.197Z,177108861519700
"""wjh @ yQzNmdWzgU"" calls 2",2026-02-14T17:03:33.908Z,177108861390800
"""hyq @ HZkdinonr0"" posts a big blind of 2",2026-02-14T17:03:28.133Z,177108860813311
"""mouyu1021 @ UAV9Myl4l0"" posts a small blind of 1",2026-02-14T17:03:28.133Z,177108860813310
"Your hand is 8♣, 6♣",2026-02-14T17:03:28.133Z,177108860813308
"Player stacks: #1 ""zjq @ hrS5DgYeW9"" (200) | #2 ""nw @ gTBoFhSFHs"" (449) | #4 ""Nuo @ txW4Zv0Ud7"" (370) | #6 ""lmm @ 4Iies5lZZX"" (221) | #7 ""mouyu1021 @ UAV9Myl4l0"" (1181) | #8 ""hyq @ HZkdinonr0"" (524) | #9 ""wjh @ yQzNmdWzgU"" (660) | #10 ""L4tent(2) @ gQ7LdQUhGg"" (663)",2026-02-14T17:03:28.133Z,177108860813301
"-- starting hand #139 (id: c2jmdgeiuqv4)  No Limit Texas Hold'em (dealer: ""lmm @ 4Iies5lZZX"") --",2026-02-14T17:03:28.133Z,177108860813300
"-- ending hand #138 --",2026-02-14T17:03:22.160Z,177108860216002
"""L4tent(2) @ gQ7LdQUhGg"" collected 17 from pot",2026-02-14T17:03:22.160Z,177108860216001
"Uncalled bet of 23 returned to ""L4tent(2) @ gQ7LdQUhGg""",2026-02-14T17:03:22.160Z,177108860216000
"""hyq @ HZkdinonr0"" folds",2026-02-14T17:03:21.325Z,177108860132500
"""mouyu1021 @ UAV9Myl4l0"" folds",2026-02-14T17:03:15.341Z,177108859534100
"""lmm @ 4Iies5lZZX"" folds",2026-02-14T17:03:10.535Z,177108859053500
"""Nuo @ txW4Zv0Ud7"" folds",2026-02-14T17:03:08.349Z,177108858834900
"""nw @ gTBoFhSFHs"" folds",2026-02-14T17:03:06.886Z,177108858688600
"""zjq @ hrS5DgYeW9"" folds",2026-02-14T17:03:05.947Z,177108858594700
"""L4tent(2) @ gQ7LdQUhGg"" raises to 30",2026-02-14T17:03:00.963Z,177108858096300
"""wjh @ yQzNmdWzgU"" folds",2026-02-14T17:02:57.801Z,177108857780100
"""hyq @ HZkdinonr0"" raises to 7",2026-02-14T17:02:53.662Z,177108857366200
"""mouyu1021 @ UAV9Myl4l0"" posts a big blind of 2",2026-02-14T17:02:51.287Z,177108857128712
"""lmm @ 4Iies5lZZX"" posts a small blind of 1",2026-02-14T17:02:51.287Z,177108857128711
"Your hand is 3♥, 2♣",2026-02-14T17:02:51.287Z,177108857128709
"Player stacks: #1 ""zjq @ hrS5DgYeW9"" (200) | #2 ""nw @ gTBoFhSFHs"" (449) | #4 ""Nuo @ txW4Zv0Ud7"" (370) | #6 ""lmm @ 4Iies5lZZX"" (222) | #7 ""mouyu1021 @ UAV9Myl4l0"" (1183) | #8 ""hyq @ HZkdinonr0"" (531) | #9 ""wjh @ yQzNmdWzgU"" (660) | #10 ""L4tent(2) @ gQ7LdQUhGg"" (653)",2026-02-14T17:02:51.287Z,177108857128702
"-- starting hand #138 (id: gd16vgjd6r9d)  No Limit Texas Hold'em (dealer: ""Nuo @ txW4Zv0Ud7"") --",2026-02-14T17:02:51.287Z,177108857128701
"The player ""zjq @ hrS5DgYeW9"" joined the game with a stack of 200.",2026-02-14T17:02:51.287Z,177108857128700
"""nw @ gTBoFhSFHs"" shows a 3♣.",2026-02-14T17:02:46.379Z,177108856637900
"-- ending hand #137 --",2026-02-14T17:02:44.624Z,177108856462402
"""nw @ gTBoFhSFHs"" collected 28 from pot",2026-02-14T17:02:44.624Z,177108856462401
"Uncalled bet of 14 returned to ""nw @ gTBoFhSFHs""",2026-02-14T17:02:44.624Z,177108856462400
"""mouyu1021 @ UAV9Myl4l0"" folds",2026-02-14T17:02:43.793Z,177108856379300
"""lmm @ 4Iies5lZZX"" folds",2026-02-14T17:02:42.622Z,177108856262200
"""nw @ gTBoFhSFHs"" bets 14",2026-02-14T17:02:39.595Z,177108855959500
"""mouyu1021 @ UAV9Myl4l0"" checks",2026-02-14T17:02:34.296Z,177108855429600
"""lmm @ 4Iies5lZZX"" checks",2026-02-14T17:02:31.898Z,177108855189800
"Flop:  [3♠, J♦, 10♠]",2026-02-14T17:02:27.168Z,177108854716800
"""mouyu1021 @ UAV9Myl4l0"" calls 9",2026-02-14T17:02:26.286Z,177108854628600
"""lmm @ 4Iies5lZZX"" calls 9",2026-02-14T17:02:24.481Z,177108854448100
"The admin approved the player ""zjq @ hrS5DgYeW9"" participation with a stack of 200.",2026-02-14T17:02:14.146Z,177108853414600
"""Nuo @ txW4Zv0Ud7"" folds",2026-02-14T17:02:11.397Z,177108853139700
"The player ""zjq @ hrS5DgYeW9"" requested a seat.",2026-02-14T17:02:10.139Z,177108853013900
"""nw @ gTBoFhSFHs"" raises to 9",2026-02-14T17:02:09.918Z,177108852991800
"""L4tent(2) @ gQ7LdQUhGg"" folds",2026-02-14T17:02:07.112Z,177108852711200
"""wjh @ yQzNmdWzgU"" folds",2026-02-14T17:02:04.888Z,177108852488800
"""hyq @ HZkdinonr0"" folds",2026-02-14T17:02:03.690Z,177108852369000
"""mouyu1021 @ UAV9Myl4l0"" calls 2",2026-02-14T17:02:02.556Z,177108852255600
"""lmm @ 4Iies5lZZX"" posts a big blind of 2",2026-02-14T17:02:00.450Z,177108852045011
"""Nuo @ txW4Zv0Ud7"" posts a small blind of 1",2026-02-14T17:02:00.450Z,177108852045010
"Your hand is 7♥, 5♣",2026-02-14T17:02:00.450Z,177108852045008
