entry,at,order
"-- starting hand #393 (id: xqdyb3rtmz0t)  No Limit Texas Hold'em (dealer: ""zjq @ GFC0MtceqN"") --",2026-02-14T19:01:56.856Z,177109571685600
"-- ending hand #392 --",2026-02-14T19:01:53.952Z,177109571395202
"""mouyu1021 @ UAV9Myl4l0"" collected 13 from pot",2026-02-14T19:01:53.952Z,177109571395201
"Uncalled bet of 9 returned to ""mouyu1021 @ UAV9Myl4l0""",2026-02-14T19:01:53.952Z,177109571395200
"""SW @ AJPxTyKZVx"" folds",2026-02-14T19:01:53.118Z,177109571311800
"""mouyu1021 @ UAV9Myl4l0"" bets 9",2026-02-14T19:01:49.835Z,177109570983500
"River: 2♣, 4♥, K♥, 10♥ [10♠]",2026-02-14T19:01:43.845Z,177109570384500
"""SW @ AJPxTyKZVx"" checks",2026-02-14T19:01:43.009Z,177109570300900
"""mouyu1021 @ UAV9Myl4l0"" checks",2026-02-14T19:01:41.418Z,177109570141800
"Turn: 2♣, 4♥, K♥ [10♥]",2026-02-14T19:01:39.245Z,177109569924500
"""mouyu1021 @ UAV9Myl4l0"" calls 3",2026-02-14T19:01:38.426Z,177109569842600
"""lmm @ 0_1uK8q5GK"" folds",2026-02-14T19:01:36.736Z,177109569673600
"""SW @ AJPxTyKZVx"" bets 3",2026-02-14T19:01:34.811Z,177109569481100
"""mouyu1021 @ UAV9Myl4l0"" checks",2026-02-14T19:01:31.775Z,177109569177500
"""lmm @ 0_1uK8q5GK"" checks",2026-02-14T19:01:30.021Z,177109569002100
"Flop:  [2♣, 4♥, K♥]",2026-02-14T19:01:28.200Z,177109568820000
"""lmm @ 0_1uK8q5GK"" checks",2026-02-14T19:01:27.370Z,177109568737000
"""zjq @ GFC0MtceqN"" folds",2026-02-14T19:01:25.237Z,177109568523700
"""SW @ AJPxTyKZVx"" calls 2",2026-02-14T19:01:23.908Z,177109568390800
"""wn @ pNAnuyycHK"" folds",2026-02-14T19:01:22.743Z,177109568274300
"""hzh @ dufD30pdn8"" folds",2026-02-14T19:01:20.503Z,177109568050300
"""peng @ p6U8hvV-VE"" folds",2026-02-14T19:01:19.415Z,177109567941500
"""latent(3) @ gQ7LdQUhGg"" folds",2026-02-14T19:01:18.276Z,177109567827600
"""luoyueAA @ J9RU0BYZP2"" folds",2026-02-14T19:01:16.926Z,177109567692600
"""mouyu1021 @ UAV9Myl4l0"" calls 2",2026-02-14T19:01:14.509Z,177109567450900
"""lmm @ 0_1uK8q5GK"" posts a big blind of 2",2026-02-14T19:01:12.626Z,177109567262612
"""zjq @ GFC0MtceqN"" posts a small blind of 1",2026-02-14T19:01:12.626Z,177109567262611
"Player stacks: #1 ""latent(3) @ gQ7LdQUhGg"" (243) | #2 ""peng @ p6U8hvV-VE"" (174) | #3 ""hzh @ dufD30pdn8"" (304) | #4 ""wn @ pNAnuyycHK"" (734) | #5 ""SW @ AJPxTyKZVx"" (197) | #6 ""zjq @ GFC0MtceqN"" (499) | #8 ""lmm @ 0_1uK8q5GK"" (543) | #9 ""mouyu1021 @ UAV9Myl4l0"" (381) | #10 ""luoyueAA @ J9RU0BYZP2"" (1344)",2026-02-14T19:01:12.626Z,177109567262601
"-- starting hand #392 (id: t8a2mocnotfa)  No Limit Texas Hold'em (dealer: ""SW @ AJPxTyKZVx"") --",2026-02-14T19:01:12.626Z,177109567262600
"-- ending hand #391 --",2026-02-14T19:01:09.585Z,177109566958502
"""zjq @ GFC0MtceqN"" collected 15 from pot with Straight, 9 High (combination: 5♥, 6♦, 7♠, 8♠, 9♥)",2026-02-14T19:01:09.585Z,177109566958501
"""zjq @ GFC0MtceqN"" shows a 8♠, 5♥.",2026-02-14T19:01:09.585Z,177109566958500
"""lmm @ 0_1uK8q5GK"" calls 5",2026-02-14T19:01:08.769Z,177109566876900
"""zjq @ GFC0MtceqN"" bets 5",2026-02-14T19:01:07.523Z,177109566752300
"River: 7♠, 3♥, A♣, 6♦ [9♥]",2026-02-14T19:01:02.102Z,177109566210200
"""lmm @ 0_1uK8q5GK"" checks",2026-02-14T19:01:01.224Z,177109566122400
"""zjq @ GFC0MtceqN"" checks",2026-02-14T19:00:59.896Z,177109565989600
"Turn: 7♠, 3♥, A♣ [6♦]",2026-02-14T19:00:57.478Z,177109565747800
"""lmm @ 0_1uK8q5GK"" checks",2026-02-14T19:00:56.670Z,177109565667000
"""zjq @ GFC0MtceqN"" checks",2026-02-14T19:00:55.067Z,177109565506700
"Flop:  [7♠, 3♥, A♣]",2026-02-14T19:00:52.981Z,177109565298100
"""zjq @ GFC0MtceqN"" checks",2026-02-14T19:00:52.160Z,177109565216000
"""SW @ AJPxTyKZVx"" folds",2026-02-14T19:00:50.849Z,177109565084900
"""wn @ pNAnuyycHK"" folds",2026-02-14T19:00:49.840Z,177109564984000
"""hzh @ dufD30pdn8"" folds",2026-02-14T19:00:48.623Z,177109564862300
"""peng @ p6U8hvV-VE"" folds",2026-02-14T19:00:47.515Z,177109564751500
"""latent(3) @ gQ7LdQUhGg"" folds",2026-02-14T19:00:46.360Z,177109564636000
"""luoyueAA @ J9RU0BYZP2"" folds",2026-02-14T19:00:45.218Z,177109564521800
"""mouyu1021 @ UAV9Myl4l0"" folds",2026-02-14T19:00:43.951Z,177109564395100
"""lmm @ 0_1uK8q5GK"" calls 2",2026-02-14T19:00:42.081Z,177109564208100
"""zjq @ GFC0MtceqN"" posts a big blind of 2",2026-02-14T19:00:40.260Z,177109564026012
"""SW @ AJPxTyKZVx"" posts a small blind of 1",2026-02-14T19:00:40.260Z,177109564026011
"Player stacks: #1 ""latent(3) @ gQ7LdQUhGg"" (243) | #2 ""peng @ p6U8hvV-VE"" (174) | #3 ""hzh @ dufD30pdn8"" (304) | #4 ""wn @ pNAnuyycHK"" (734) | #5 ""SW @ AJPxTyKZVx"" (198) | #6 ""zjq @ GFC0MtceqN"" (491) | #8 ""lmm @ 0_1uK8q5GK"" (550) | #9 ""mouyu1021 @ UAV9Myl4l0"" (381) | #10 ""luoyueAA @ J9RU0BYZP2"" (1344)",2026-02-14T19:00:40.260Z,177109564026001
"-- starting hand #391 (id: jhld2iqzfgil)  No Limit Texas Hold'em (dealer: ""wn @ pNAnuyycHK"") --",2026-02-14T19:00:40.260Z,177109564026000
"""lmm @ 0_1uK8q5GK"" shows a 3♣.",2026-02-14T19:00:38.949Z,177109563894900
"""zjq @ GFC0MtceqN"" shows a A♦, 5♣.",2026-02-14T19:00:35.191Z,177109563519100
"-- ending hand #390 --",2026-02-14T19:00:33.854Z,177109563385404
"""mouyu1021 @ UAV9Myl4l0"" collected 87 from pot with Pair, K's on the second run  (combination: 8♥, J♠, Q♦, K♣, K♥)",2026-02-14T19:00:33.854Z,177109563385403
"""peng @ p6U8hvV-VE"" collected 87 from pot with Pair, K's on the second run  (combination: 8♥, J♠, Q♦, K♦, K♠)",2026-02-14T19:00:33.854Z,177109563385402
"""mouyu1021 @ UAV9Myl4l0"" collected 87 from pot with Two Pair, K's & 3's (combination: 6♥, 3♥, 3♦, K♣, K♥)",2026-02-14T19:00:33.854Z,177109563385401
"""peng @ p6U8hvV-VE"" collected 87 from pot with Two Pair, K's & 3's (combination: 6♥, 3♥, 3♦, K♦, K♠)",2026-02-14T19:00:33.854Z,177109563385400
"River (second run): J♠, 6♠, 8♥, Q♦ [5♠]",2026-02-14T19:00:29.836Z,177109562983600
"Turn (second run): J♠, 6♠, 8♥ [Q♦]",2026-02-14T19:00:25.787Z,177109562578700
"Flop (second run):  [J♠, 6♠, 8♥]",2026-02-14T19:00:21.783Z,177109562178300
"River: 3♥, 4♠, 2♦, 6♥ [3♦]",2026-02-14T19:00:17.780Z,177109561778000
"Turn: 3♥, 4♠, 2♦ [6♥]",2026-02-14T19:00:13.778Z,177109561377800
"Flop:  [3♥, 4♠, 2♦]",2026-02-14T19:00:09.772Z,177109560977200
"""mouyu1021 @ UAV9Myl4l0"" shows a K♣, K♥.",2026-02-14T19:00:05.764Z,177109560576401
"""peng @ p6U8hvV-VE"" shows a K♦, K♠.",2026-02-14T19:00:05.764Z,177109560576400
"All players in hand choose to run it twice.",2026-02-14T19:00:04.941Z,177109560494101
"""peng @ p6U8hvV-VE"" chooses to  run it twice.",2026-02-14T19:00:04.941Z,177109560494100
"""mouyu1021 @ UAV9Myl4l0"" chooses to  run it twice.",2026-02-14T19:00:04.452Z,177109560445200
"Remaining players decide whether to run it twice.",2026-02-14T19:00:02.966Z,177109560296601
"""mouyu1021 @ UAV9Myl4l0"" calls 167",2026-02-14T19:00:02.966Z,177109560296600
"""peng @ p6U8hvV-VE"" raises to 167 and go all in",2026-02-14T19:00:01.122Z,177109560112200
"""luoyueAA @ J9RU0BYZP2"" folds",2026-02-14T18:59:39.290Z,177109557929000
"""mouyu1021 @ UAV9Myl4l0"" raises to 61",2026-02-14T18:59:32.887Z,177109557288700
"""SW @ AJPxTyKZVx"" folds",2026-02-14T18:59:28.622Z,177109556862200
"""wn @ pNAnuyycHK"" folds",2026-02-14T18:59:27.583Z,177109556758300
"""hzh @ dufD30pdn8"" folds",2026-02-14T18:59:26.343Z,177109556634300
"""peng @ p6U8hvV-VE"" raises to 36",2026-02-14T18:59:24.416Z,177109556441600
"""latent(3) @ gQ7LdQUhGg"" folds",2026-02-14T18:59:13.232Z,177109555323200
"""luoyueAA @ J9RU0BYZP2"" calls 11",2026-02-14T18:59:11.963Z,177109555196300
"""mouyu1021 @ UAV9Myl4l0"" raises to 11",2026-02-14T18:59:09.677Z,177109554967700
"""lmm @ 0_1uK8q5GK"" folds",2026-02-14T18:59:03.495Z,177109554349500
"""zjq @ GFC0MtceqN"" folds",2026-02-14T18:59:00.031Z,177109554003100
"""SW @ AJPxTyKZVx"" posts a big blind of 2",2026-02-14T18:58:58.538Z,177109553853812
"""wn @ pNAnuyycHK"" posts a small blind of 1",2026-02-14T18:58:58.538Z,177109553853811
"Player stacks: #1 ""latent(3) @ gQ7LdQUhGg"" (243) | #2 ""peng @ p6U8hvV-VE"" (167) | #3 ""hzh @ dufD30pdn8"" (304) | #4 ""wn @ pNAnuyycHK"" (735) | #5 ""SW @ AJPxTyKZVx"" (200) | #6 ""zjq @ GFC0MtceqN"" (491) | #8 ""lmm @ 0_1uK8q5GK"" (550) | #9 ""mouyu1021 @ UAV9Myl4l0"" (374) | #10 ""luoyueAA @ J9RU0BYZP2"" (1355)",2026-02-14T18:58:58.538Z,177109553853801
"-- starting hand #390 (id: xlqcz4azmv7x)  No Limit Texas Hold'em (dealer: ""hzh @ dufD30pdn8"") --",2026-02-14T18:58:58.538Z,177109553853800
"-- ending hand #389 --",2026-02-14T18:58:55.621Z,177109553562102
"""wn @ pNAnuyycHK"" collected 57 from pot",2026-02-14T18:58:55.621Z,177109553562101
"Uncalled bet of 28 returned to ""wn @ pNAnuyycHK""",2026-02-14T18:58:55.621Z,177109553562100
"""latent(3) @ gQ7LdQUhGg"" folds",2026-02-14T18:58:54.759Z,177109553475900
"""wn @ pNAnuyycHK"" bets 28",2026-02-14T18:58:52.511Z,177109553251100
"River: A♣, 5♠, 4♥, 10♣ [9♠]",2026-02-14T18:58:49.220Z,177109552922000
"""latent(3) @ gQ7LdQUhGg"" checks",2026-02-14T18:58:48.376Z,177109552837600
"""wn @ pNAnuyycHK"" checks",2026-02-14T18:58:46.559Z,177109552655900
"Turn: A♣, 5♠, 4♥ [10♣]",2026-02-14T18:58:44.013Z,177109552401300
"""lmm @ 0_1uK8q5GK"" folds",2026-02-14T18:58:43.202Z,177109552320200
"""zjq @ GFC0MtceqN"" folds",2026-02-14T18:58:41.975Z,177109552197500
"""wn @ pNAnuyycHK"" calls 14",2026-02-14T18:58:40.721Z,177109552072100
"""latent(3) @ gQ7LdQUhGg"" bets 14",2026-02-14T18:58:38.008Z,177109551800800
"""lmm @ 0_1uK8q5GK"" checks",2026-02-14T18:58:33.165Z,177109551316500
"""zjq @ GFC0MtceqN"" checks",2026-02-14T18:58:31.959Z,177109551195900
"""wn @ pNAnuyycHK"" checks",2026-02-14T18:58:30.198Z,177109551019800
"Flop:  [A♣, 5♠, 4♥]",2026-02-14T18:58:27.780Z,177109550778000
"""wn @ pNAnuyycHK"" calls 7",2026-02-14T18:58:26.952Z,177109550695200
"""hzh @ dufD30pdn8"" folds",2026-02-14T18:58:25.223Z,177109550522300
"""peng @ p6U8hvV-VE"" folds",2026-02-14T18:58:24.048Z,177109550404800
"""latent(3) @ gQ7LdQUhGg"" calls 7",2026-02-14T18:58:20.992Z,177109550099200
"""luoyueAA @ J9RU0BYZP2"" folds",2026-02-14T18:58:18.995Z,177109549899500
"""mouyu1021 @ UAV9Myl4l0"" folds",2026-02-14T18:58:17.433Z,177109549743300
"""lmm @ 0_1uK8q5GK"" calls 7",2026-02-14T18:58:16.244Z,177109549624400
"""zjq @ GFC0MtceqN"" raises to 7",2026-02-14T18:58:13.400Z,177109549340000
"""SW @ AJPxTyKZVx"" folds",2026-02-14T18:58:01.053Z,177109548105300
"""wn @ pNAnuyycHK"" posts a big blind of 2",2026-02-14T18:57:58.867Z,177109547886712
"""hzh @ dufD30pdn8"" posts a small blind of 1",2026-02-14T18:57:58.867Z,177109547886711
"Player stacks: #1 ""latent(3) @ gQ7LdQUhGg"" (264) | #2 ""peng @ p6U8hvV-VE"" (167) | #3 ""hzh @ dufD30pdn8"" (305) | #4 ""wn @ pNAnuyycHK"" (699) | #5 ""SW @ AJPxTyKZVx"" (200) | #6 ""zjq @ GFC0MtceqN"" (498) | #8 ""lmm @ 0_1uK8q5GK"" (557) | #9 ""mouyu1021 @ UAV9Myl4l0"" (374) | #10 ""luoyueAA @ J9RU0BYZP2"" (1355)",2026-02-14T18:57:58.867Z,177109547886701
"-- starting hand #389 (id: 1ytuxvfz7jgl)  No Limit Texas Hold'em (dealer: ""peng @ p6U8hvV-VE"") --",2026-02-14T18:57:58.867Z,177109547886700
"""mouyu1021 @ UAV9Myl4l0"" shows a K♠, K♦.",2026-02-14T18:57:55.089Z,177109547508900
"-- ending hand #388 --",2026-02-14T18:57:52.257Z,177109547225702
"""mouyu1021 @ UAV9Myl4l0"" collected 7 from pot",2026-02-14T18:57:52.257Z,177109547225701
"Uncalled bet of 15 returned to ""mouyu1021 @ UAV9Myl4l0""",2026-02-14T18:57:52.257Z,177109547225700
"""lmm @ 0_1uK8q5GK"" folds",2026-02-14T18:57:51.399Z,177109547139900
"""hzh @ dufD30pdn8"" folds",2026-02-14T18:57:49.795Z,177109546979500
"""peng @ p6U8hvV-VE"" folds",2026-02-14T18:57:48.716Z,177109546871600
"""latent(3) @ gQ7LdQUhGg"" folds",2026-02-14T18:57:45.158Z,177109546515800
"""luoyueAA @ J9RU0BYZP2"" folds",2026-02-14T18:57:43.955Z,177109546395500
"""mouyu1021 @ UAV9Myl4l0"" raises to 17",2026-02-14T18:57:42.119Z,177109546211900
"""lmm @ 0_1uK8q5GK"" calls 2",2026-02-14T18:57:36.607Z,177109545660700
"""zjq @ GFC0MtceqN"" folds",2026-02-14T18:57:34.910Z,177109545491000
"""SW @ AJPxTyKZVx"" folds",2026-02-14T18:57:33.649Z,177109545364900
"""wn @ pNAnuyycHK"" folds",2026-02-14T18:57:32.474Z,177109545247400
"""hzh @ dufD30pdn8"" posts a big blind of 2",2026-02-14T18:57:31.050Z,177109545105012
"""peng @ p6U8hvV-VE"" posts a small blind of 1",2026-02-14T18:57:31.050Z,177109545105011
"Player stacks: #1 ""latent(3) @ gQ7LdQUhGg"" (264) | #2 ""peng @ p6U8hvV-VE"" (168) | #3 ""hzh @ dufD30pdn8"" (307) | #4 ""wn @ pNAnuyycHK"" (699) | #5 ""SW @ AJPxTyKZVx"" (200) | #6 ""zjq @ GFC0MtceqN"" (498) | #8 ""lmm @ 0_1uK8q5GK"" (559) | #9 ""mouyu1021 @ UAV9Myl4l0"" (369) | #10 ""luoyueAA @ J9RU0BYZP2"" (1355)",2026-02-14T18:57:31.050Z,177109545105001
"-- starting hand #388 (id: fuoywic2tnvn)  No Limit Texas Hold'em (dealer: ""latent(3) @ gQ7LdQUhGg"") --",2026-02-14T18:57:31.050Z,177109545105000
"-- ending hand #387 --",2026-02-14T18:57:28.044Z,177109544804403
"""luoyueAA @ J9RU0BYZP2"" collected 133 from pot with Two Pair, Q's & 4's (combination: J♣, 4♠, 4♥, Q♦, Q♣)",2026-02-14T18:57:28.044Z,177109544804402
"""luoyueAA @ J9RU0BYZP2"" shows a Q♦, 3♦.",2026-02-14T18:57:28.044Z,177109544804401
"""peng @ p6U8hvV-VE"" shows a K♦, 8♣.",2026-02-14T18:57:28.044Z,177109544804400
"""luoyueAA @ J9RU0BYZP2"" checks",2026-02-14T18:57:27.218Z,177109544721800
"""peng @ p6U8hvV-VE"" checks",2026-02-14T18:57:24.108Z,177109544410800
"River: 4♠, 4♥, Q♣, J♣ [8♠]",2026-02-14T18:57:13.237Z,177109543323700
"""luoyueAA @ J9RU0BYZP2"" checks",2026-02-14T18:57:12.435Z,177109543243500
"""peng @ p6U8hvV-VE"" checks",2026-02-14T18:56:57.061Z,177109541706100
"Turn: 4♠, 4♥, Q♣ [J♣]",2026-02-14T18:56:50.237Z,177109541023700
"""luoyueAA @ J9RU0BYZP2"" calls 45",2026-02-14T18:56:49.420Z,177109540942000
"""lmm @ 0_1uK8q5GK"" folds",2026-02-14T18:56:07.399Z,177109536739900
"""peng @ p6U8hvV-VE"" raises to 45",2026-02-14T18:56:04.802Z,177109536480200
"""luoyueAA @ J9RU0BYZP2"" calls 14",2026-02-14T18:55:44.219Z,177109534421900
"""mouyu1021 @ UAV9Myl4l0"" folds",2026-02-14T18:55:34.518Z,177109533451800
"""lmm @ 0_1uK8q5GK"" bets 14",2026-02-14T18:55:33.371Z,177109533337100
"""peng @ p6U8hvV-VE"" checks",2026-02-14T18:55:29.875Z,177109532987500
"Flop:  [4♠, 4♥, Q♣]",2026-02-14T18:55:27.441Z,177109532744100
"""peng @ p6U8hvV-VE"" calls 7",2026-02-14T18:55:26.623Z,177109532662300
"""latent(3) @ gQ7LdQUhGg"" folds",2026-02-14T18:55:24.091Z,177109532409100
"""luoyueAA @ J9RU0BYZP2"" calls 7",2026-02-14T18:55:22.959Z,177109532295900
"""mouyu1021 @ UAV9Myl4l0"" calls 7",2026-02-14T18:55:21.188Z,177109532118800
"""lmm @ 0_1uK8q5GK"" raises to 7",2026-02-14T18:55:19.593Z,177109531959300
"""zjq @ GFC0MtceqN"" folds",2026-02-14T18:55:16.812Z,177109531681200
"""SW @ AJPxTyKZVx"" folds",2026-02-14T18:54:57.423Z,177109529742300
"""wn @ pNAnuyycHK"" folds",2026-02-14T18:54:56.436Z,177109529643600
"""hzh @ dufD30pdn8"" folds",2026-02-14T18:54:52.062Z,177109529206200
"""peng @ p6U8hvV-VE"" posts a big blind of 2",2026-02-14T18:54:50.447Z,177109529044712
"""latent(3) @ gQ7LdQUhGg"" posts a small blind of 1",2026-02-14T18:54:50.447Z,177109529044711
"Player stacks: #1 ""latent(3) @ gQ7LdQUhGg"" (265) | #2 ""peng @ p6U8hvV-VE"" (220) | #3 ""hzh @ dufD30pdn8"" (307) | #4 ""wn @ pNAnuyycHK"" (699) | #5 ""SW @ AJPxTyKZVx"" (200) | #6 ""zjq @ GFC0MtceqN"" (498) | #8 ""lmm @ 0_1uK8q5GK"" (580) | #9 ""mouyu1021 @ UAV9Myl4l0"" (376) | #10 ""luoyueAA @ J9RU0BYZP2"" (1274)",2026-02-14T18:54:50.447Z,177109529044701
"-- starting hand #387 (id: oyg64ryokrqb)  No Limit Texas Hold'em (dealer: ""luoyueAA @ J9RU0BYZP2"") --",2026-02-14T18:54:50.447Z,177109529044700
"-- ending hand #386 --",2026-02-14T18:54:44.522Z,177109528452202
"""lmm @ 0_1uK8q5GK"" collected 22 from pot",2026-02-14T18:54:44.522Z,177109528452201
"Uncalled bet of 11 returned to ""lmm @ 0_1uK8q5GK""",2026-02-14T18:54:44.522Z,177109528452200
"""latent(3) @ gQ7LdQUhGg"" folds",2026-02-14T18:54:43.688Z,177109528368800
"""mouyu1021 @ UAV9Myl4l0"" folds",2026-02-14T18:54:42.586Z,177109528258600
"""lmm @ 0_1uK8q5GK"" bets 11",2026-02-14T18:54:41.142Z,177109528114200
"""latent(3) @ gQ7LdQUhGg"" checks",2026-02-14T18:54:36.708Z,177109527670800
"Flop:  [10♣, Q♦, 9♠]",2026-02-14T18:54:34.991Z,177109527499100
"""latent(3) @ gQ7LdQUhGg"" calls 7",2026-02-14T18:54:34.121Z,177109527412100
"""luoyueAA @ J9RU0BYZP2"" folds",2026-02-14T18:54:27.365Z,177109526736500
"""mouyu1021 @ UAV9Myl4l0"" calls 7",2026-02-14T18:54:26.080Z,177109526608000
"""lmm @ 0_1uK8q5GK"" raises to 7",2026-02-14T18:54:23.074Z,177109526307400
"""zjq @ GFC0MtceqN"" folds",2026-02-14T18:54:19.810Z,177109525981000
"""SW @ AJPxTyKZVx"" folds",2026-02-14T18:54:18.575Z,177109525857500
"""wn @ pNAnuyycHK"" folds",2026-02-14T18:54:17.583Z,177109525758300
"""hzh @ dufD30pdn8"" folds",2026-02-14T18:54:14.954Z,177109525495400
"""peng @ p6U8hvV-VE"" folds",2026-02-14T18:54:13.734Z,177109525373400
"""latent(3) @ gQ7LdQUhGg"" posts a big blind of 2",2026-02-14T18:54:11.993Z,177109525199313
"""luoyueAA @ J9RU0BYZP2"" posts a small blind of 1",2026-02-14T18:54:11.993Z,177109525199312
"Player stacks: #1 ""latent(3) @ gQ7LdQUhGg"" (272) | #2 ""peng @ p6U8hvV-VE"" (220) | #3 ""hzh @ dufD30pdn8"" (307) | #4 ""wn @ pNAnuyycHK"" (699) | #5 ""SW @ AJPxTyKZVx"" (200) | #6 ""zjq @ GFC0MtceqN"" (498) | #8 ""lmm @ 0_1uK8q5GK"" (565) | #9 ""mouyu1021 @ UAV9Myl4l0"" (383) | #10 ""luoyueAA @ J9RU0BYZP2"" (1275)",2026-02-14T18:54:11.993Z,177109525199302
"-- starting hand #386 (id: nayoexavzyku)  No Limit Texas Hold'em (dealer: ""mouyu1021 @ UAV9Myl4l0"") --",2026-02-14T18:54:11.993Z,177109525199301
"The player ""SW @ AJPxTyKZVx"" joined the game with a stack of 200.",2026-02-14T18:54:11.993Z,177109525199300
"-- ending hand #385 --",2026-02-14T18:54:06.081Z,177109524608102
"""lmm @ 0_1uK8q5GK"" collected 36 from pot",2026-02-14T18:54:06.081Z,177109524608101
"Uncalled bet of 18 returned to ""lmm @ 0_1uK8q5GK""",2026-02-14T18:54:06.081Z,177109524608100
"""luoyueAA @ J9RU0BYZP2"" folds",2026-02-14T18:54:05.244Z,177109524524400
"""lmm @ 0_1uK8q5GK"" bets 18",2026-02-14T18:53:59.481Z,177109523948100
"""luoyueAA @ J9RU0BYZP2"" checks",2026-02-14T18:53:54.620Z,177109523462000
"Turn: 8♥, 7♦, 4♥ [7♣]",2026-02-14T18:53:49.795Z,177109522979500
"""luoyueAA @ J9RU0BYZP2"" calls 9",2026-02-14T18:53:48.915Z,177109522891500
"""lmm @ 0_1uK8q5GK"" bets 9",2026-02-14T18:53:44.227Z,177109522422700
"""luoyueAA @ J9RU0BYZP2"" checks",2026-02-14T18:53:41.223Z,177109522122300
"Flop:  [8♥, 7♦, 4♥]",2026-02-14T18:53:35.058Z,177109521505800
"""mouyu1021 @ UAV9Myl4l0"" folds",2026-02-14T18:53:34.200Z,177109521420000
"""lmm @ 0_1uK8q5GK"" calls 8",2026-02-14T18:53:33.015Z,177109521301500
"""luoyueAA @ J9RU0BYZP2"" raises to 8",2026-02-14T18:53:30.865Z,177109521086500
"""mouyu1021 @ UAV9Myl4l0"" calls 2",2026-02-14T18:53:26.645Z,177109520664500
"""lmm @ 0_1uK8q5GK"" calls 2",2026-02-14T18:53:25.220Z,177109520522000
"""zjq @ GFC0MtceqN"" folds",2026-02-14T18:53:22.591Z,177109520259100
"The admin approved the player ""SW @ AJPxTyKZVx"" participation with a stack of 200.",2026-02-14T18:53:19.038Z,177109519903800
"The player ""SW @ AJPxTyKZVx"" requested a seat.",2026-02-14T18:53:17.129Z,177109519712900
"""wn @ pNAnuyycHK"" folds",2026-02-14T18:53:09.043Z,177109518904300
"""hzh @ dufD30pdn8"" folds",2026-02-14T18:53:07.646Z,177109518764600
"""peng @ p6U8hvV-VE"" folds",2026-02-14T18:53:06.539Z,177109518653900
"""latent(3) @ gQ7LdQUhGg"" folds",2026-02-14T18:53:05.439Z,177109518543900
"""luoyueAA @ J9RU0BYZP2"" posts a big blind of 2",2026-02-14T18:53:02.569Z,177109518256912
"""mouyu1021 @ UAV9Myl4l0"" posts a small blind of 1",2026-02-14T18:53:02.569Z,177109518256911
"Player stacks: #1 ""latent(3) @ gQ7LdQUhGg"" (272) | #2 ""peng @ p6U8hvV-VE"" (220) | #3 ""hzh @ dufD30pdn8"" (307) | #4 ""wn @ pNAnuyycHK"" (699) | #6 ""zjq @ GFC0MtceqN"" (498) | #8 ""lmm @ 0_1uK8q5GK"" (546) | #9 ""mouyu1021 @ UAV9Myl4l0"" (385) | #10 ""luoyueAA @ J9RU0BYZP2"" (1292)",2026-02-14T18:53:02.569Z,177109518256902
"-- starting hand #385 (id: 2lyesxctkzbz)  No Limit Texas Hold'em (dealer: ""lmm @ 0_1uK8q5GK"") --",2026-02-14T18:53:02.569Z,177109518256901
"The player ""SW @ AJPxTyKZVx"" quits the game with a stack of 0.",2026-02-14T18:53:02.569Z,177109518256900
"-- ending hand #384 --",2026-02-14T18:52:57.558Z,177109517755802
"""luoyueAA @ J9RU0BYZP2"" collected 94 from pot with Two Pair, 8's & 7's on the second run  (combination: A♥, 7♠, 7♣, 8♠, 8♦)",2026-02-14T18:52:57.558Z,177109517755801
"""luoyueAA @ J9RU0BYZP2"" collected 94 from pot with Two Pair, K's & 8's (combination: A♥, 8♠, 8♦, K♣, K♥)",2026-02-14T18:52:57.558Z,177109517755800
"River (second run): 8♠, 8♦, K♣, 7♠ [7♣]",2026-02-14T18:52:53.516Z,177109517351600
"Turn (second run): 8♠, 8♦, K♣ [7♠]",2026-02-14T18:52:49.508Z,177109516950800
"River: 8♠, 8♦, K♣, 3♥ [K♥]",2026-02-14T18:52:45.504Z,177109516550400
"Turn: 8♠, 8♦, K♣ [3♥]",2026-02-14T18:52:41.399Z,177109516139900
"""luoyueAA @ J9RU0BYZP2"" shows a 9♥, A♥.",2026-02-14T18:52:37.389Z,177109515738901
"""SW @ AJPxTyKZVx"" shows a 5♦, 5♣.",2026-02-14T18:52:37.389Z,177109515738900
"All players in hand choose to run it twice.",2026-02-14T18:52:36.583Z,177109515658301
"""luoyueAA @ J9RU0BYZP2"" chooses to  run it twice.",2026-02-14T18:52:36.583Z,177109515658300
"""SW @ AJPxTyKZVx"" chooses to  run it twice.",2026-02-14T18:52:32.654Z,177109515265400
"Remaining players decide whether to run it twice.",2026-02-14T18:52:31.951Z,177109515195101
"""peng @ p6U8hvV-VE"" folds",2026-02-14T18:52:31.951Z,177109515195100
"""luoyueAA @ J9RU0BYZP2"" calls 46",2026-02-14T18:52:30.115Z,177109515011500
"""SW @ AJPxTyKZVx"" bets 46 and go all in",2026-02-14T18:52:24.375Z,177109514437500
"""peng @ p6U8hvV-VE"" checks",2026-02-14T18:52:21.353Z,177109514135300
"""luoyueAA @ J9RU0BYZP2"" checks",2026-02-14T18:52:18.695Z,177109513869500
"Flop:  [8♠, 8♦, K♣]",2026-02-14T18:52:14.505Z,177109513450500
"""peng @ p6U8hvV-VE"" calls 31",2026-02-14T18:52:13.703Z,177109513370300
"""luoyueAA @ J9RU0BYZP2"" calls 31",2026-02-14T18:52:00.719Z,177109512071900
"""mouyu1021 @ UAV9Myl4l0"" folds",2026-02-14T18:51:57.944Z,177109511794400
