entry,at,order
"""hyq @ HZkdinonr0"" raises to 7",2026-02-13T17:03:34.726Z,177100221472600
"""zqs @ hniWaJjmxX"" posts a big blind of 2",2026-02-13T17:03:30.780Z,177100221078010
"""LAN @ UX6K7gIzlC"" posts a small blind of 1",2026-02-13T17:03:30.780Z,177100221078009
"Your hand is 10♣, Q♦",2026-02-13T17:03:30.780Z,177100221078002
"Player stacks: #1 ""wjh @ yQzNmdWzgU"" (1158) | #3 ""mouyu1021 @ UAV9Myl4l0"" (386) | #4 ""cy @ A4iDUuyzZu"" (187) | #5 ""LAN @ UX6K7gIzlC"" (142) | #7 ""zqs @ hniWaJjmxX"" (812) | #8 ""hyq @ HZkdinonr0"" (480) | #10 ""lmm @ 0_1uK8q5GK"" (413)",2026-02-13T17:03:30.780Z,177100221078001
"-- starting hand #139 (id: qahy1oaqlthw)  No Limit Texas Hold'em (dealer: ""cy @ A4iDUuyzZu"") --",2026-02-13T17:03:30.780Z,177100221078000
"-- ending hand #138 --",2026-02-13T17:03:27.777Z,177100220777703
"""mouyu1021 @ UAV9Myl4l0"" collected 81 from pot with Two Pair, A's & 8's (combination: 10♣, 8♠, 8♥, A♠, A♥)",2026-02-13T17:03:27.777Z,177100220777702
"""mouyu1021 @ UAV9Myl4l0"" shows a 9♥, A♠.",2026-02-13T17:03:27.777Z,177100220777701
"""hyq @ HZkdinonr0"" shows a 9♠, 7♠.",2026-02-13T17:03:27.777Z,177100220777700
"""mouyu1021 @ UAV9Myl4l0"" checks",2026-02-13T17:03:26.970Z,177100220697000
"""hyq @ HZkdinonr0"" checks",2026-02-13T17:03:25.119Z,177100220511900
"River: A♥, 10♣, 8♠, 5♠ [8♥]",2026-02-13T17:03:10.348Z,177100219034800
"""mouyu1021 @ UAV9Myl4l0"" calls 24",2026-02-13T17:03:09.498Z,177100218949800
"""hyq @ HZkdinonr0"" bets 24",2026-02-13T17:03:05.110Z,177100218511000
"Turn: A♥, 10♣, 8♠ [5♠]",2026-02-13T17:02:57.099Z,177100217709900
"""mouyu1021 @ UAV9Myl4l0"" calls 8",2026-02-13T17:02:56.247Z,177100217624700
"""hyq @ HZkdinonr0"" bets 8",2026-02-13T17:02:53.374Z,177100217337400
"Flop:  [A♥, 10♣, 8♠]",2026-02-13T17:02:47.775Z,177100216777500
"""LAN @ UX6K7gIzlC"" folds",2026-02-13T17:02:46.950Z,177100216695000
"""cy @ A4iDUuyzZu"" folds",2026-02-13T17:02:45.640Z,177100216564000
"""mouyu1021 @ UAV9Myl4l0"" calls 7",2026-02-13T17:02:44.364Z,177100216436400
"""wjh @ yQzNmdWzgU"" folds",2026-02-13T17:02:40.762Z,177100216076200
"""lmm @ 0_1uK8q5GK"" folds",2026-02-13T17:02:39.605Z,177100215960500
"""hyq @ HZkdinonr0"" raises to 7",2026-02-13T17:02:38.513Z,177100215851300
"""zqs @ hniWaJjmxX"" folds",2026-02-13T17:02:35.402Z,177100215540200
"""LAN @ UX6K7gIzlC"" posts a big blind of 2",2026-02-13T17:02:33.366Z,177100215336610
"""cy @ A4iDUuyzZu"" posts a small blind of 1",2026-02-13T17:02:33.366Z,177100215336609
"Your hand is 6♥, 3♥",2026-02-13T17:02:33.366Z,177100215336602
"Player stacks: #1 ""wjh @ yQzNmdWzgU"" (1158) | #3 ""mouyu1021 @ UAV9Myl4l0"" (344) | #4 ""cy @ A4iDUuyzZu"" (188) | #5 ""LAN @ UX6K7gIzlC"" (144) | #7 ""zqs @ hniWaJjmxX"" (812) | #8 ""hyq @ HZkdinonr0"" (519) | #10 ""lmm @ 0_1uK8q5GK"" (413)",2026-02-13T17:02:33.366Z,177100215336601
"-- starting hand #138 (id: kwreehypenre)  No Limit Texas Hold'em (dealer: ""mouyu1021 @ UAV9Myl4l0"") --",2026-02-13T17:02:33.366Z,177100215336600
"-- ending hand #137 --",2026-02-13T17:02:30.359Z,177100215035903
"""mouyu1021 @ UAV9Myl4l0"" collected 56 from pot with Pair, 8's (combination: 6♠, 10♣, Q♠, 8♣, 8♦)",2026-02-13T17:02:30.359Z,177100215035902
"""mouyu1021 @ UAV9Myl4l0"" shows a Q♠, 8♣.",2026-02-13T17:02:30.359Z,177100215035901
"""wjh @ yQzNmdWzgU"" shows a 7♣, Q♣.",2026-02-13T17:02:30.359Z,177100215035900
"""mouyu1021 @ UAV9Myl4l0"" calls 12",2026-02-13T17:02:29.516Z,177100214951600
"""wjh @ yQzNmdWzgU"" bets 12",2026-02-13T17:02:26.862Z,177100214686200
"""mouyu1021 @ UAV9Myl4l0"" checks",2026-02-13T17:02:14.700Z,177100213470000
"River: 8♦, 5♥, 3♥, 6♠ [10♣]",2026-02-13T17:02:12.259Z,177100213225900
"""wjh @ yQzNmdWzgU"" calls 8",2026-02-13T17:02:11.440Z,177100213144000
"""mouyu1021 @ UAV9Myl4l0"" bets 8",2026-02-13T17:02:04.182Z,177100212418200
"Turn: 8♦, 5♥, 3♥ [6♠]",2026-02-13T17:01:58.238Z,177100211823800
"""wjh @ yQzNmdWzgU"" checks",2026-02-13T17:01:57.401Z,177100211740100
"""mouyu1021 @ UAV9Myl4l0"" checks",2026-02-13T17:01:53.035Z,177100211303500
"Flop:  [8♦, 5♥, 3♥]",2026-02-13T17:01:50.433Z,177100211043300
"""cy @ A4iDUuyzZu"" folds",2026-02-13T17:01:49.584Z,177100210958400
"""mouyu1021 @ UAV9Myl4l0"" calls 7",2026-02-13T17:01:48.489Z,177100210848900
"""wjh @ yQzNmdWzgU"" raises to 7",2026-02-13T17:01:44.602Z,177100210460200
"""lmm @ 0_1uK8q5GK"" folds",2026-02-13T17:01:36.323Z,177100209632300
"""hyq @ HZkdinonr0"" folds",2026-02-13T17:01:35.090Z,177100209509000
"""zqs @ hniWaJjmxX"" folds",2026-02-13T17:01:34.013Z,177100209401300
"""LAN @ UX6K7gIzlC"" folds",2026-02-13T17:01:30.562Z,177100209056200
"""cy @ A4iDUuyzZu"" posts a big blind of 2",2026-02-13T17:01:29.421Z,177100208942110
"""mouyu1021 @ UAV9Myl4l0"" posts a small blind of 1",2026-02-13T17:01:29.421Z,177100208942109
"Your hand is 7♣, Q♣",2026-02-13T17:01:29.421Z,177100208942102
"Player stacks: #1 ""wjh @ yQzNmdWzgU"" (1185) | #3 ""mouyu1021 @ UAV9Myl4l0"" (315) | #4 ""cy @ A4iDUuyzZu"" (190) | #5 ""LAN @ UX6K7gIzlC"" (144) | #7 ""zqs @ hniWaJjmxX"" (812) | #8 ""hyq @ HZkdinonr0"" (519) | #10 ""lmm @ 0_1uK8q5GK"" (413)",2026-02-13T17:01:29.421Z,177100208942101
"-- starting hand #137 (id: uvjg7ygihl3g)  No Limit Texas Hold'em (dealer: ""wjh @ yQzNmdWzgU"") --",2026-02-13T17:01:29.421Z,177100208942100
"-- ending hand #136 --",2026-02-13T17:01:23.475Z,177100208347502
"""LAN @ UX6K7gIzlC"" collected 7 from pot",2026-02-13T17:01:23.475Z,177100208347501
"Uncalled bet of 3 returned to ""LAN @ UX6K7gIzlC""",2026-02-13T17:01:23.475Z,177100208347500
"""mouyu1021 @ UAV9Myl4l0"" folds",2026-02-13T17:01:22.664Z,177100208266400
"""lmm @ 0_1uK8q5GK"" folds",2026-02-13T17:01:19.149Z,177100207914900
"""LAN @ UX6K7gIzlC"" bets 3",2026-02-13T17:01:17.562Z,177100207756200
"""mouyu1021 @ UAV9Myl4l0"" checks",2026-02-13T17:01:14.312Z,177100207431200
"Flop:  [A♠, 9♥, A♥]",2026-02-13T17:01:12.467Z,177100207246700
"""mouyu1021 @ UAV9Myl4l0"" checks",2026-02-13T17:01:11.639Z,177100207163900
"""wjh @ yQzNmdWzgU"" folds",2026-02-13T17:01:08.619Z,177100206861900
"""lmm @ 0_1uK8q5GK"" calls 2",2026-02-13T17:01:07.088Z,177100206708800
"""hyq @ HZkdinonr0"" folds",2026-02-13T17:01:04.522Z,177100206452200
"""zqs @ hniWaJjmxX"" folds",2026-02-13T17:01:02.019Z,177100206201900
"""LAN @ UX6K7gIzlC"" calls 2",2026-02-13T17:01:00.580Z,177100206058000
"""cy @ A4iDUuyzZu"" folds",2026-02-13T17:00:58.256Z,177100205825600
"""mouyu1021 @ UAV9Myl4l0"" posts a big blind of 2",2026-02-13T17:00:56.418Z,177100205641810
"""wjh @ yQzNmdWzgU"" posts a small blind of 1",2026-02-13T17:00:56.418Z,177100205641809
"Your hand is 5♣, 4♥",2026-02-13T17:00:56.418Z,177100205641802
"Player stacks: #1 ""wjh @ yQzNmdWzgU"" (1186) | #3 ""mouyu1021 @ UAV9Myl4l0"" (317) | #4 ""cy @ A4iDUuyzZu"" (190) | #5 ""LAN @ UX6K7gIzlC"" (139) | #7 ""zqs @ hniWaJjmxX"" (812) | #8 ""hyq @ HZkdinonr0"" (519) | #10 ""lmm @ 0_1uK8q5GK"" (415)",2026-02-13T17:00:56.418Z,177100205641801
"-- starting hand #136 (id: mjzn7pygeseh)  No Limit Texas Hold'em (dealer: ""lmm @ 0_1uK8q5GK"") --",2026-02-13T17:00:56.418Z,177100205641800
"-- ending hand #135 --",2026-02-13T17:00:50.494Z,177100205049402
"""hyq @ HZkdinonr0"" collected 21 from pot",2026-02-13T17:00:50.494Z,177100205049401
"Uncalled bet of 10 returned to ""hyq @ HZkdinonr0""",2026-02-13T17:00:50.494Z,177100205049400
"""LAN @ UX6K7gIzlC"" folds",2026-02-13T17:00:49.692Z,177100204969200
"""hyq @ HZkdinonr0"" bets 10",2026-02-13T17:00:44.593Z,177100204459300
"""LAN @ UX6K7gIzlC"" checks",2026-02-13T17:00:41.393Z,177100204139300
"Flop:  [5♦, 8♦, 6♥]",2026-02-13T17:00:37.484Z,177100203748400
"""LAN @ UX6K7gIzlC"" calls 9",2026-02-13T17:00:36.646Z,177100203664600
"""wjh @ yQzNmdWzgU"" folds",2026-02-13T17:00:34.050Z,177100203405000
"""lmm @ 0_1uK8q5GK"" folds",2026-02-13T17:00:31.507Z,177100203150700
"""hyq @ HZkdinonr0"" raises to 9",2026-02-13T17:00:30.322Z,177100203032200
"""zqs @ hniWaJjmxX"" folds",2026-02-13T17:00:27.308Z,177100202730800
"""LAN @ UX6K7gIzlC"" calls 2",2026-02-13T17:00:26.215Z,177100202621500
"""cy @ A4iDUuyzZu"" folds",2026-02-13T17:00:24.070Z,177100202407000
"""mouyu1021 @ UAV9Myl4l0"" folds",2026-02-13T17:00:22.238Z,177100202223800
"""wjh @ yQzNmdWzgU"" posts a big blind of 2",2026-02-13T17:00:20.535Z,177100202053510
"""lmm @ 0_1uK8q5GK"" posts a small blind of 1",2026-02-13T17:00:20.535Z,177100202053509
"Your hand is 9♣, 10♠",2026-02-13T17:00:20.535Z,177100202053502
"Player stacks: #1 ""wjh @ yQzNmdWzgU"" (1188) | #3 ""mouyu1021 @ UAV9Myl4l0"" (317) | #4 ""cy @ A4iDUuyzZu"" (190) | #5 ""LAN @ UX6K7gIzlC"" (148) | #7 ""zqs @ hniWaJjmxX"" (812) | #8 ""hyq @ HZkdinonr0"" (507) | #10 ""lmm @ 0_1uK8q5GK"" (416)",2026-02-13T17:00:20.535Z,177100202053501
"-- starting hand #135 (id: z5jdglvu7qpj)  No Limit Texas Hold'em (dealer: ""hyq @ HZkdinonr0"") --",2026-02-13T17:00:20.535Z,177100202053500
"""zqs @ hniWaJjmxX"" shows a 5♦, 2♦.",2026-02-13T17:00:17.618Z,177100201761800
"Undealt cards: Q♠, K♣, 4♥, 2♠ [5♥]",2026-02-13T17:00:17.075Z,177100201707500
"-- ending hand #134 --",2026-02-13T17:00:13.925Z,177100201392502
"""LAN @ UX6K7gIzlC"" collected 56 from pot",2026-02-13T17:00:13.925Z,177100201392501
"Uncalled bet of 28 returned to ""LAN @ UX6K7gIzlC""",2026-02-13T17:00:13.925Z,177100201392500
"""lmm @ 0_1uK8q5GK"" folds",2026-02-13T17:00:13.066Z,177100201306600
"""LAN @ UX6K7gIzlC"" bets 28",2026-02-13T17:00:09.846Z,177100200984600
"""lmm @ 0_1uK8q5GK"" checks",2026-02-13T17:00:05.731Z,177100200573100
"Turn: Q♠, K♣, 4♥ [2♠]",2026-02-13T17:00:03.234Z,177100200323400
"""mouyu1021 @ UAV9Myl4l0"" folds",2026-02-13T17:00:01.994Z,177100200199400
"""lmm @ 0_1uK8q5GK"" calls 14",2026-02-13T16:59:59.905Z,177100199990500
"""LAN @ UX6K7gIzlC"" bets 14",2026-02-13T16:59:57.324Z,177100199732400
"""mouyu1021 @ UAV9Myl4l0"" checks",2026-02-13T16:59:53.563Z,177100199356300
"""lmm @ 0_1uK8q5GK"" checks",2026-02-13T16:59:51.519Z,177100199151900
"Flop:  [Q♠, K♣, 4♥]",2026-02-13T16:59:48.939Z,177100198893900
"""mouyu1021 @ UAV9Myl4l0"" calls 9",2026-02-13T16:59:48.116Z,177100198811600
"""lmm @ 0_1uK8q5GK"" calls 9",2026-02-13T16:59:45.536Z,177100198553600
"""hyq @ HZkdinonr0"" folds",2026-02-13T16:59:43.652Z,177100198365200
"""zqs @ hniWaJjmxX"" folds",2026-02-13T16:59:42.144Z,177100198214400
"""LAN @ UX6K7gIzlC"" raises to 9",2026-02-13T16:59:41.048Z,177100198104800
"""cy @ A4iDUuyzZu"" folds",2026-02-13T16:59:37.945Z,177100197794500
"""mouyu1021 @ UAV9Myl4l0"" calls 2",2026-02-13T16:59:36.710Z,177100197671000
"""wjh @ yQzNmdWzgU"" folds",2026-02-13T16:59:33.146Z,177100197314600
"""lmm @ 0_1uK8q5GK"" posts a big blind of 2",2026-02-13T16:59:31.436Z,177100197143610
"""hyq @ HZkdinonr0"" posts a small blind of 1",2026-02-13T16:59:31.436Z,177100197143609
"Your hand is 10♣, 7♣",2026-02-13T16:59:31.436Z,177100197143602
"Player stacks: #1 ""wjh @ yQzNmdWzgU"" (1188) | #3 ""mouyu1021 @ UAV9Myl4l0"" (326) | #4 ""cy @ A4iDUuyzZu"" (190) | #5 ""LAN @ UX6K7gIzlC"" (115) | #7 ""zqs @ hniWaJjmxX"" (812) | #8 ""hyq @ HZkdinonr0"" (508) | #10 ""lmm @ 0_1uK8q5GK"" (439)",2026-02-13T16:59:31.436Z,177100197143601
"-- starting hand #134 (id: 7vpyn18unquj)  No Limit Texas Hold'em (dealer: ""zqs @ hniWaJjmxX"") --",2026-02-13T16:59:31.436Z,177100197143600
"""mouyu1021 @ UAV9Myl4l0"" shows a K♦.",2026-02-13T16:59:30.564Z,177100197056400
"-- ending hand #133 --",2026-02-13T16:59:27.830Z,177100196783002
"""lmm @ 0_1uK8q5GK"" collected 81 from pot",2026-02-13T16:59:27.830Z,177100196783001
"Uncalled bet of 81 returned to ""lmm @ 0_1uK8q5GK""",2026-02-13T16:59:27.830Z,177100196783000
"""LAN @ UX6K7gIzlC"" folds",2026-02-13T16:59:27.005Z,177100196700500
"""lmm @ 0_1uK8q5GK"" bets 81",2026-02-13T16:59:19.327Z,177100195932700
"River: 2♦, 7♦, 3♦, 8♦ [Q♠]",2026-02-13T16:59:10.748Z,177100195074800
"""LAN @ UX6K7gIzlC"" calls 24",2026-02-13T16:59:09.939Z,177100194993900
"""lmm @ 0_1uK8q5GK"" bets 24",2026-02-13T16:59:06.257Z,177100194625700
"Turn: 2♦, 7♦, 3♦ [8♦]",2026-02-13T16:58:55.861Z,177100193586100
"""LAN @ UX6K7gIzlC"" calls 8",2026-02-13T16:58:55.036Z,177100193503600
"""lmm @ 0_1uK8q5GK"" bets 8",2026-02-13T16:58:51.946Z,177100193194600
"Flop:  [2♦, 7♦, 3♦]",2026-02-13T16:58:45.523Z,177100192552300
"""hyq @ HZkdinonr0"" folds",2026-02-13T16:58:44.702Z,177100192470200
"""zqs @ hniWaJjmxX"" folds",2026-02-13T16:58:42.271Z,177100192227100
"""LAN @ UX6K7gIzlC"" calls 7",2026-02-13T16:58:41.186Z,177100192118600
"""cy @ A4iDUuyzZu"" folds",2026-02-13T16:58:39.614Z,177100191961400
"""mouyu1021 @ UAV9Myl4l0"" folds",2026-02-13T16:58:32.973Z,177100191297300
"""wjh @ yQzNmdWzgU"" folds",2026-02-13T16:58:30.483Z,177100191048300
"""lmm @ 0_1uK8q5GK"" raises to 7",2026-02-13T16:58:28.574Z,177100190857400
"""hyq @ HZkdinonr0"" posts a big blind of 2",2026-02-13T16:58:25.105Z,177100190510510
"""zqs @ hniWaJjmxX"" posts a small blind of 1",2026-02-13T16:58:25.105Z,177100190510509
"Your hand is Q♥, 6♦",2026-02-13T16:58:25.105Z,177100190510502
"Player stacks: #1 ""wjh @ yQzNmdWzgU"" (1188) | #3 ""mouyu1021 @ UAV9Myl4l0"" (326) | #4 ""cy @ A4iDUuyzZu"" (190) | #5 ""LAN @ UX6K7gIzlC"" (154) | #7 ""zqs @ hniWaJjmxX"" (813) | #8 ""hyq @ HZkdinonr0"" (510) | #10 ""lmm @ 0_1uK8q5GK"" (397)",2026-02-13T16:58:25.105Z,177100190510501
"-- starting hand #133 (id: 63yougkh8qrw)  No Limit Texas Hold'em (dealer: ""LAN @ UX6K7gIzlC"") --",2026-02-13T16:58:25.105Z,177100190510500
"-- ending hand #132 --",2026-02-13T16:58:22.068Z,177100190206802
"""zqs @ hniWaJjmxX"" collected 22 from pot with Two Pair, 10's & 5's (combination: J♣, 5♥, 5♣, 10♦, 10♠)",2026-02-13T16:58:22.068Z,177100190206801
"""zqs @ hniWaJjmxX"" shows a 10♦, J♣.",2026-02-13T16:58:22.068Z,177100190206800
"""lmm @ 0_1uK8q5GK"" checks",2026-02-13T16:58:21.196Z,177100190119600
"""hyq @ HZkdinonr0"" checks",2026-02-13T16:58:19.611Z,177100189961100
"""zqs @ hniWaJjmxX"" checks",2026-02-13T16:58:17.677Z,177100189767700
"River: 10♠, 7♥, 5♥, 5♣ [8♥]",2026-02-13T16:58:13.973Z,177100189397300
"""lmm @ 0_1uK8q5GK"" checks",2026-02-13T16:58:13.156Z,177100189315600
"""hyq @ HZkdinonr0"" checks",2026-02-13T16:58:11.642Z,177100189164200
"""zqs @ hniWaJjmxX"" checks",2026-02-13T16:58:10.199Z,177100189019900
"Turn: 10♠, 7♥, 5♥ [5♣]",2026-02-13T16:58:03.881Z,177100188388100
"""lmm @ 0_1uK8q5GK"" checks",2026-02-13T16:58:03.072Z,177100188307200
"""hyq @ HZkdinonr0"" checks",2026-02-13T16:58:01.119Z,177100188111900
"""zqs @ hniWaJjmxX"" checks",2026-02-13T16:57:58.958Z,177100187895800
"Flop:  [10♠, 7♥, 5♥]",2026-02-13T16:57:56.956Z,177100187695600
"""zqs @ hniWaJjmxX"" calls 7",2026-02-13T16:57:56.134Z,177100187613400
"""LAN @ UX6K7gIzlC"" folds",2026-02-13T16:57:54.478Z,177100187447800
"""cy @ A4iDUuyzZu"" folds",2026-02-13T16:57:53.054Z,177100187305400
"""mouyu1021 @ UAV9Myl4l0"" folds",2026-02-13T16:57:50.463Z,177100187046300
"""wjh @ yQzNmdWzgU"" folds",2026-02-13T16:57:49.298Z,177100186929800
"""lmm @ 0_1uK8q5GK"" calls 7",2026-02-13T16:57:48.174Z,177100186817400
"""hyq @ HZkdinonr0"" raises to 7",2026-02-13T16:57:44.957Z,177100186495700
"""zqs @ hniWaJjmxX"" posts a big blind of 2",2026-02-13T16:57:42.388Z,177100186238810
"""LAN @ UX6K7gIzlC"" posts a small blind of 1",2026-02-13T16:57:42.388Z,177100186238809
"Your hand is 2♥, 10♣",2026-02-13T16:57:42.388Z,177100186238802
"Player stacks: #1 ""wjh @ yQzNmdWzgU"" (1188) | #3 ""mouyu1021 @ UAV9Myl4l0"" (326) | #4 ""cy @ A4iDUuyzZu"" (190) | #5 ""LAN @ UX6K7gIzlC"" (155) | #7 ""zqs @ hniWaJjmxX"" (798) | #8 ""hyq @ HZkdinonr0"" (517) | #10 ""lmm @ 0_1uK8q5GK"" (404)",2026-02-13T16:57:42.388Z,177100186238801
"-- starting hand #132 (id: gwkcdhttixom)  No Limit Texas Hold'em (dealer: ""cy @ A4iDUuyzZu"") --",2026-02-13T16:57:42.388Z,177100186238800
"Undealt cards: 3♥, J♦, 5♣ [10♠, 2♥]",2026-02-13T16:57:37.903Z,177100185790300
"-- ending hand #131 --",2026-02-13T16:57:36.456Z,177100185645602
"""LAN @ UX6K7gIzlC"" collected 21 from pot",2026-02-13T16:57:36.456Z,177100185645601
"Uncalled bet of 10 returned to ""LAN @ UX6K7gIzlC""",2026-02-13T16:57:36.456Z,177100185645600
"""mouyu1021 @ UAV9Myl4l0"" folds",2026-02-13T16:57:35.633Z,177100185563300
"""LAN @ UX6K7gIzlC"" bets 10",2026-02-13T16:57:33.764Z,177100185376400
"Flop:  [3♥, J♦, 5♣]",2026-02-13T16:57:28.381Z,177100184838100
"""mouyu1021 @ UAV9Myl4l0"" calls 9",2026-02-13T16:57:27.555Z,177100184755500
"""lmm @ 0_1uK8q5GK"" folds",2026-02-13T16:57:23.785Z,177100184378500
"""LAN @ UX6K7gIzlC"" raises to 9",2026-02-13T16:57:19.423Z,177100183942300
"""cy @ A4iDUuyzZu"" folds",2026-02-13T16:57:08.112Z,177100182811200
"""mouyu1021 @ UAV9Myl4l0"" calls 2",2026-02-13T16:57:02.537Z,177100182253700
"""wjh @ yQzNmdWzgU"" folds",2026-02-13T16:57:00.432Z,177100182043200
"""lmm @ 0_1uK8q5GK"" calls 2",2026-02-13T16:56:59.081Z,177100181908100
"""hyq @ HZkdinonr0"" folds",2026-02-13T16:56:56.907Z,177100181690700
"""zqs @ hniWaJjmxX"" folds",2026-02-13T16:56:55.832Z,177100181583200
"""LAN @ UX6K7gIzlC"" posts a big blind of 2",2026-02-13T16:56:53.828Z,177100181382810
"""cy @ A4iDUuyzZu"" posts a small blind of 1",2026-02-13T16:56:53.828Z,177100181382809
"Your hand is J♥, 6♠",2026-02-13T16:56:53.828Z,177100181382802
"Player stacks: #1 ""wjh @ yQzNmdWzgU"" (1188) | #3 ""mouyu1021 @ UAV9Myl4l0"" (335) | #4 ""cy @ A4iDUuyzZu"" (191) | #5 ""LAN @ UX6K7gIzlC"" (143) | #7 ""zqs @ hniWaJjmxX"" (798) | #8 ""hyq @ HZkdinonr0"" (517) | #10 ""lmm @ 0_1uK8q5GK"" (406)",2026-02-13T16:56:53.828Z,177100181382801
"-- starting hand #131 (id: eweu8qyz9uxh)  No Limit Texas Hold'em (dealer: ""mouyu1021 @ UAV9Myl4l0"") --",2026-02-13T16:56:53.828Z,177100181382800
"-- ending hand #130 --",2026-02-13T16:56:50.810Z,177100181081003
"""hyq @ HZkdinonr0"" collected 33 from pot with Two Pair, J's & 2's (combination: 6♠, 2♦, 2♥, J♥, J♦)",2026-02-13T16:56:50.810Z,177100181081002
"""hyq @ HZkdinonr0"" shows a 2♦, 2♥.",2026-02-13T16:56:50.810Z,177100181081001
"""wjh @ yQzNmdWzgU"" shows a 8♣, 5♣.",2026-02-13T16:56:50.810Z,177100181081000
"""hyq @ HZkdinonr0"" calls 8",2026-02-13T16:56:49.971Z,177100180997100
"""wjh @ yQzNmdWzgU"" bets 8",2026-02-13T16:56:37.708Z,177100179770800
"""hyq @ HZkdinonr0"" checks",2026-02-13T16:56:20.873Z,177100178087300
"River: 3♥, J♥, 6♠, J♦ [4♣]",2026-02-13T16:56:17.141Z,177100177714100
"""wjh @ yQzNmdWzgU"" checks",2026-02-13T16:56:16.231Z,177100177623100
"""hyq @ HZkdinonr0"" checks",2026-02-13T16:56:15.090Z,177100177509000
"Turn: 3♥, J♥, 6♠ [J♦]",2026-02-13T16:56:08.140Z,177100176814000
"""wjh @ yQzNmdWzgU"" checks",2026-02-13T16:56:07.245Z,177100176724500
"""hyq @ HZkdinonr0"" checks",2026-02-13T16:55:58.361Z,177100175836100
"Flop:  [3♥, J♥, 6♠]",2026-02-13T16:55:55.613Z,177100175561300
"""cy @ A4iDUuyzZu"" folds",2026-02-13T16:55:54.799Z,177100175479900
"""mouyu1021 @ UAV9Myl4l0"" folds",2026-02-13T16:55:51.543Z,177100175154300
"""wjh @ yQzNmdWzgU"" calls 7",2026-02-13T16:55:49.870Z,177100174987000
"""lmm @ 0_1uK8q5GK"" folds",2026-02-13T16:55:44.800Z,177100174480000
"""hyq @ HZkdinonr0"" raises to 7",2026-02-13T16:55:43.712Z,177100174371200
"""zqs @ hniWaJjmxX"" folds",2026-02-13T16:55:40.784Z,177100174078400
"""LAN @ UX6K7gIzlC"" folds",2026-02-13T16:55:28.777Z,177100172877700
"""cy @ A4iDUuyzZu"" posts a big blind of 2",2026-02-13T16:55:27.084Z,177100172708410
"""mouyu1021 @ UAV9Myl4l0"" posts a small blind of 1",2026-02-13T16:55:27.084Z,177100172708409
"Your hand is 8♣, 5♣",2026-02-13T16:55:27.084Z,177100172708402
"Player stacks: #1 ""wjh @ yQzNmdWzgU"" (1203) | #3 ""mouyu1021 @ UAV9Myl4l0"" (336) | #4 ""cy @ A4iDUuyzZu"" (193) | #5 ""LAN @ UX6K7gIzlC"" (143) | #7 ""zqs @ hniWaJjmxX"" (798) | #8 ""hyq @ HZkdinonr0"" (499) | #10 ""lmm @ 0_1uK8q5GK"" (406)",2026-02-13T16:55:27.084Z,177100172708401
"-- starting hand #130 (id: mnmabcixkopk)  No Limit Texas Hold'em (dealer: ""wjh @ yQzNmdWzgU"") --",2026-02-13T16:55:27.084Z,177100172708400
"-- ending hand #129 --",2026-02-13T16:55:24.000Z,177100172400004
"""lmm @ 0_1uK8q5GK"" collected 70 from pot with Full House, K's over A's (combination: A♦, A♣, K♥, K♠, K♣)",2026-02-13T16:55:24.000Z,177100172400003
"""wjh @ yQzNmdWzgU"" collected 70 from pot with Full House, K's over A's (combination: A♠, A♣, K♥, K♠, K♣)",2026-02-13T16:55:24.000Z,177100172400002
"""wjh @ yQzNmdWzgU"" shows a 9♠, A♠.",2026-02-13T16:55:24.000Z,177100172400001
"""lmm @ 0_1uK8q5GK"" shows a Q♦, A♦.",2026-02-13T16:55:24.000Z,177100172400000
"""LAN @ UX6K7gIzlC"" folds",2026-02-13T16:55:23.197Z,177100172319700
"""wjh @ yQzNmdWzgU"" calls 42",2026-02-13T16:55:21.255Z,177100172125500
"""lmm @ 0_1uK8q5GK"" bets 42",2026-02-13T16:55:10.945Z,177100171094500
"""LAN @ UX6K7gIzlC"" checks",2026-02-13T16:55:01.995Z,177100170199500
"""wjh @ yQzNmdWzgU"" checks",2026-02-13T16:54:59.156Z,177100169915600
"River: A♣, K♥, K♠, 5♥ [K♣]",2026-02-13T16:54:51.027Z,177100169102700
"""lmm @ 0_1uK8q5GK"" checks",2026-02-13T16:54:50.201Z,177100169020100
"""LAN @ UX6K7gIzlC"" checks",2026-02-13T16:54:36.557Z,177100167655700
"""wjh @ yQzNmdWzgU"" checks",2026-02-13T16:54:33.691Z,177100167369100
"Turn: A♣, K♥, K♠ [5♥]",2026-02-13T16:54:31.568Z,177100167156800
"""wjh @ yQzNmdWzgU"" calls 11",2026-02-13T16:54:30.748Z,177100167074800
"""lmm @ 0_1uK8q5GK"" calls 11",2026-02-13T16:54:25.806Z,177100166580600
"""LAN @ UX6K7gIzlC"" bets 11",2026-02-13T16:54:23.444Z,177100166344400
"""wjh @ yQzNmdWzgU"" checks",2026-02-13T16:54:18.687Z,177100165868700
"Flop:  [A♣, K♥, K♠]",2026-02-13T16:54:16.324Z,177100165632400
"""mouyu1021 @ UAV9Myl4l0"" folds",2026-02-13T16:54:15.460Z,177100165546000
"""wjh @ yQzNmdWzgU"" calls 7",2026-02-13T16:54:13.247Z,177100165324700
"""lmm @ 0_1uK8q5GK"" calls 7",2026-02-13T16:54:06.660Z,177100164666000
"""hyq @ HZkdinonr0"" folds",2026-02-13T16:53:56.853Z,177100163685300
